date,symbol,year,quarter,net_income,total_assets,source,book_value
31-03-2026,STARHEALTH,2026,FY,557,23619,screener_html,9578
31-03-2018,SUMICHEM,2018,FY,145,1658,screener_html,954
31-03-2019,SUMICHEM,2019,FY,166,1860,screener_html,1049
31-03-2020,SUMICHEM,2020,FY,205,2106,screener_html,1222
31-03-2021,SUMICHEM,2021,FY,345,2672,screener_html,1541
31-03-2022,SUMICHEM,2022,FY,424,3010,screener_html,1927
31-03-2023,SUMICHEM,2023,FY,502,3369,screener_html,2382
31-03-2024,SUMICHEM,2024,FY,370,3313,screener_html,2441
31-03-2025,SUMICHEM,2025,FY,506,4439,screener_html,3197
31-03-2014,SUNDARMFIN,2014,FY,650,23914,screener_html,3080
31-03-2015,SUNDARMFIN,2015,FY,644,25785,screener_html,3750
31-03-2016,SUNDARMFIN,2016,FY,662,28048,screener_html,4195
31-03-2017,SUNDARMFIN,2017,FY,768,30749,screener_html,4809
31-03-2018,SUNDARMFIN,2018,FY,843,33986,screener_html,5649
31-03-2019,SUNDARMFIN,2019,FY,1258,33671,screener_html,6259
31-03-2020,SUNDARMFIN,2020,FY,845,44721,screener_html,6677
31-03-2021,SUNDARMFIN,2021,FY,1223,46560,screener_html,7730
31-03-2022,SUNDARMFIN,2022,FY,1296,48154,screener_html,8795
31-03-2023,SUNDARMFIN,2023,FY,1510,56076,screener_html,9920
31-03-2024,SUNDARMFIN,2024,FY,1842,64276,screener_html,11078
31-03-2025,SUNDARMFIN,2025,FY,1879,82216,screener_html,15129
31-03-2014,SUNPHARMA,2014,FY,3879,29095,screener_html,18525
31-03-2015,SUNPHARMA,2015,FY,5476,48723,screener_html,25638
31-03-2016,SUNPHARMA,2016,FY,5658,55428,screener_html,32983
31-03-2017,SUNPHARMA,2017,FY,7846,61095,screener_html,36640
31-03-2018,SUNPHARMA,2018,FY,2542,64297,screener_html,38314
31-03-2019,SUNPHARMA,2019,FY,3208,64590,screener_html,41409
31-03-2020,SUNPHARMA,2020,FY,4172,68194,screener_html,45265
31-03-2021,SUNPHARMA,2021,FY,2272,67622,screener_html,46463
31-03-2022,SUNPHARMA,2022,FY,3389,69776,screener_html,48011
31-03-2023,SUNPHARMA,2023,FY,8513,80712,screener_html,55995
31-03-2024,SUNPHARMA,2024,FY,9610,85328,screener_html,63667
31-03-2025,SUNPHARMA,2025,FY,10965,103706,screener_html,77820
31-03-2014,SUNTV,2014,FY,757,3564,screener_html,3095
31-03-2015,SUNTV,2015,FY,796,3745,screener_html,3348
31-03-2016,SUNTV,2016,FY,922,3759,screener_html,3474
31-03-2017,SUNTV,2017,FY,1031,4378,screener_html,4028
31-03-2018,SUNTV,2018,FY,1136,5273,screener_html,4688
31-03-2019,SUNTV,2019,FY,1434,6197,screener_html,5526
31-03-2020,SUNTV,2020,FY,1385,6507,screener_html,5724
31-03-2021,SUNTV,2021,FY,1525,7946,screener_html,7054
31-03-2022,SUNTV,2022,FY,1642,8898,screener_html,8155
31-03-2023,SUNTV,2023,FY,1707,10148,screener_html,9272
31-03-2024,SUNTV,2024,FY,1926,11421,screener_html,10536
31-03-2025,SUNTV,2025,FY,1704,13413,screener_html,12347
31-03-2015,SUPREMEIND,2015,FY,322,2357,screener_html,1211
31-03-2016,SUPREMEIND,2016,FY,221,2425,screener_html,1315
31-03-2017,SUPREMEIND,2017,FY,430,2807,screener_html,1695
31-03-2018,SUPREMEIND,2018,FY,432,2936,screener_html,1894
31-03-2019,SUPREMEIND,2019,FY,449,3229,screener_html,2154
31-03-2020,SUPREMEIND,2020,FY,467,3619,screener_html,2261
31-03-2021,SUPREMEIND,2021,FY,978,4282,screener_html,3169
31-03-2022,SUPREMEIND,2022,FY,968,4996,screener_html,3844
31-03-2023,SUPREMEIND,2023,FY,865,5694,screener_html,4402
31-03-2024,SUPREMEIND,2024,FY,1070,6556,screener_html,5108
31-03-2025,SUPREMEIND,2025,FY,961,7168,screener_html,5660
31-03-2026,SUPREMEIND,2026,FY,954,7795,screener_html,6169
31-03-2014,SUZLON,2014,FY,-3548,30261,screener_html,-381
31-03-2015,SUZLON,2015,FY,-9133,21731,screener_html,-7322
31-03-2016,SUZLON,2016,FY,583,9723,screener_html,-7533
31-03-2017,SUZLON,2017,FY,852,12160,screener_html,-6841
31-03-2018,SUZLON,2018,FY,-384,11121,screener_html,-6967
31-03-2019,SUZLON,2019,FY,-1537,8871,screener_html,-8498
31-03-2020,SUZLON,2020,FY,-2692,6530,screener_html,-10983
31-03-2021,SUZLON,2021,FY,104,6601,screener_html,-3343
31-03-2022,SUZLON,2022,FY,-177,6475,screener_html,-3526
31-03-2023,SUZLON,2023,FY,2887,5523,screener_html,1099
31-03-2024,SUZLON,2024,FY,660,7179,screener_html,3921
31-03-2025,SUZLON,2025,FY,2072,15856,screener_html,7860
31-03-2014,SWANCORP,2014,FY,0,1565,screener_html,431
31-03-2015,SWANCORP,2015,FY,3,1690,screener_html,430
31-03-2016,SWANCORP,2016,FY,0,1785,screener_html,430
31-03-2017,SWANCORP,2017,FY,1,1848,screener_html,431
31-03-2018,SWANCORP,2018,FY,55,2636,screener_html,931
31-03-2019,SWANCORP,2019,FY,-6,3170,screener_html,923
31-03-2020,SWANCORP,2020,FY,-5,3489,screener_html,914
31-03-2021,SWANCORP,2021,FY,-69,4936,screener_html,874
31-03-2022,SWANCORP,2022,FY,-158,6397,screener_html,1245
31-03-2023,SWANCORP,2023,FY,-61,10225,screener_html,2283
31-03-2024,SWANCORP,2024,FY,586,12168,screener_html,6279
31-03-2025,SWANCORP,2025,FY,874,13593,screener_html,7396
31-03-2020,SWIGGY,2020,FY,-3920,4402,screener_html,2966.88
31-03-2021,SWIGGY,2021,FY,-1617,2915,screener_html,1736.01
31-03-2022,SWIGGY,2022,FY,-3629,14412,screener_html,-3295.14
31-03-2023,SWIGGY,2023,FY,-4179,11281,screener_html,-6506
31-03-2024,SWIGGY,2024,FY,-2350,10529,screener_html,-7782
31-03-2025,SWIGGY,2025,FY,-3117,15205,screener_html,10220
31-03-2026,SWIGGY,2026,FY,-4154,25237,screener_html,18314
31-03-2018,SYNGENE,2018,FY,305,3189,screener_html,1720
31-03-2019,SYNGENE,2019,FY,332,3704,screener_html,1968
31-03-2020,SYNGENE,2020,FY,412,4163,screener_html,2176
31-03-2021,SYNGENE,2021,FY,405,4883,screener_html,2821
31-03-2022,SYNGENE,2022,FY,396,5564,screener_html,3298
31-03-2023,SYNGENE,2023,FY,464,5831,screener_html,3618
31-03-2024,SYNGENE,2024,FY,510,6152,screener_html,4258
31-03-2025,SYNGENE,2025,FY,496,6796,screener_html,4726
31-03-2026,SYNGENE,2026,FY,317,7055,screener_html,4839
31-03-2020,SYRMA,2020,FY,92,786,screener_html,423
31-03-2021,SYRMA,2021,FY,69,960,screener_html,600
31-03-2022,SYRMA,2022,FY,79,1154,screener_html,572
31-03-2023,SYRMA,2023,FY,123,2543,screener_html,1541
31-03-2024,SYRMA,2024,FY,124,3688,screener_html,1612
31-03-2025,SYRMA,2025,FY,184,5210,screener_html,2809
31-03-2015,TARIL,2015,FY,-8,723,screener_html,334
31-03-2016,TARIL,2016,FY,-7,789,screener_html,326
31-03-2017,TARIL,2017,FY,24,876,screener_html,325
31-03-2018,TARIL,2018,FY,6,1088,screener_html,330
31-03-2019,TARIL,2019,FY,5,880,screener_html,335
31-03-2020,TARIL,2020,FY,1,933,screener_html,336
31-03-2021,TARIL,2021,FY,8,925,screener_html,343
31-03-2022,TARIL,2022,FY,14,1109,screener_html,356
31-03-2023,TARIL,2023,FY,42,1187,screener_html,394
31-03-2024,TARIL,2024,FY,47,1170,screener_html,554
31-03-2025,TARIL,2025,FY,216,2187,screener_html,1252
31-03-2026,TARIL,2026,FY,272,2666,screener_html,1515
31-03-2015,TATACHEM,2015,FY,802,20802,screener_html,5552
31-03-2016,TATACHEM,2016,FY,1006,24346,screener_html,6855
31-03-2017,TATACHEM,2017,FY,1234,23587,screener_html,7908
31-03-2018,TATACHEM,2018,FY,2702,25858,screener_html,11102
31-03-2019,TATACHEM,2019,FY,1387,26869,screener_html,12341
31-03-2020,TATACHEM,2020,FY,7228,27673,screener_html,12898
31-03-2021,TATACHEM,2021,FY,436,28337,screener_html,14290
31-03-2022,TATACHEM,2022,FY,1405,33843,screener_html,18253
31-03-2023,TATACHEM,2023,FY,2434,34940,screener_html,19721
31-03-2024,TATACHEM,2024,FY,435,36711,screener_html,22241
31-03-2025,TATACHEM,2025,FY,387,37750,screener_html,21594
31-03-2026,TATACHEM,2026,FY,-1715,39031,screener_html,21206
31-03-2015,TATACOMM,2015,FY,3,24195,screener_html,321
31-03-2016,TATACOMM,2016,FY,10,25098,screener_html,-363
31-03-2017,TATACOMM,2017,FY,1235,21033,screener_html,1592
31-03-2018,TATACOMM,2018,FY,-326,19557,screener_html,499
31-03-2019,TATACOMM,2019,FY,-80,19951,screener_html,-182
31-03-2020,TATACOMM,2020,FY,-85,22131,screener_html,-1278
31-03-2021,TATACOMM,2021,FY,1252,21306,screener_html,115
31-03-2022,TATACOMM,2022,FY,1485,19638,screener_html,928
31-03-2023,TATACOMM,2023,FY,1801,20519,screener_html,1518
31-03-2024,TATACOMM,2024,FY,970,24365,screener_html,1786
31-03-2025,TATACOMM,2025,FY,1837,26444,screener_html,3021
31-03-2026,TATACOMM,2026,FY,997,28404,screener_html,3447
31-03-2015,TATACONSUM,2015,FY,273,9458,screener_html,5493
31-03-2016,TATACONSUM,2016,FY,-37,9895,screener_html,6247
31-03-2017,TATACONSUM,2017,FY,455,9551,screener_html,6265
31-03-2018,TATACONSUM,2018,FY,556,10461,screener_html,7031
31-03-2019,TATACONSUM,2019,FY,457,10881,screener_html,7332
31-03-2020,TATACONSUM,2020,FY,460,18473,screener_html,13815
31-03-2021,TATACONSUM,2021,FY,930,20218,screener_html,14534
31-03-2022,TATACONSUM,2022,FY,1015,21075,screener_html,15142
31-03-2023,TATACONSUM,2023,FY,1320,22762,screener_html,16277
31-03-2024,TATACONSUM,2024,FY,1215,27879,screener_html,16057
31-03-2025,TATACONSUM,2025,FY,1287,31831,screener_html,20001
31-03-2026,TATACONSUM,2026,FY,1547,34453,screener_html,21788
31-03-2011,TATAELXSI,2011,FY,33,302,screener_html,182
31-03-2012,TATAELXSI,2012,FY,35,335,screener_html,192
31-03-2013,TATAELXSI,2013,FY,21,365,screener_html,195
31-03-2014,TATAELXSI,2014,FY,72,388,screener_html,236
31-03-2015,TATAELXSI,2015,FY,102,466,screener_html,283
31-03-2015,TATAINVEST,2015,FY,186,2358,screener_html,2233
31-03-2016,TATAINVEST,2016,FY,194,2326,screener_html,2312
31-03-2017,TATAINVEST,2017,FY,200,2537,screener_html,2518
31-03-2018,TATAINVEST,2018,FY,131,9866,screener_html,8302
31-03-2019,TATAINVEST,2019,FY,134,9478,screener_html,7925
31-03-2020,TATAINVEST,2020,FY,90,8179,screener_html,8058
31-03-2021,TATAINVEST,2021,FY,155,14886,screener_html,14239
31-03-2022,TATAINVEST,2022,FY,214,20990,screener_html,19676
31-03-2023,TATAINVEST,2023,FY,252,21089,screener_html,19572
31-03-2024,TATAINVEST,2024,FY,385,32870,screener_html,29966
31-03-2025,TATAINVEST,2025,FY,312,34842,screener_html,31091
31-03-2026,TATAINVEST,2026,FY,434,32652,screener_html,29222
31-03-2014,TATAPOWER,2014,FY,12,71383,screener_html,12401
31-03-2015,TATAPOWER,2015,FY,457,75185,screener_html,14318
31-03-2016,TATAPOWER,2016,FY,786,70057,screener_html,11633
31-03-2017,TATAPOWER,2017,FY,1100,82829,screener_html,13214
31-03-2018,TATAPOWER,2018,FY,2611,81892,screener_html,16399
31-03-2019,TATAPOWER,2019,FY,2606,84073,screener_html,18305
31-03-2020,TATAPOWER,2020,FY,1316,89674,screener_html,19566
31-03-2021,TATAPOWER,2021,FY,1439,98655,screener_html,22323
31-03-2022,TATAPOWER,2022,FY,2156,112550,screener_html,22442
31-03-2023,TATAPOWER,2023,FY,3810,128096,screener_html,28788
31-03-2024,TATAPOWER,2024,FY,4280,139054,screener_html,32356
31-03-2025,TATAPOWER,2025,FY,4775,163801,screener_html,37690
31-03-2014,TATASTEEL,2014,FY,3665,171604,screener_html,40532
31-03-2015,TATASTEEL,2015,FY,-3939,159109,screener_html,31349
31-03-2016,TATASTEEL,2016,FY,-497,176884,screener_html,43732
31-03-2017,TATASTEEL,2017,FY,-4169,172447,screener_html,37819
31-03-2018,TATASTEEL,2018,FY,17743,208722,screener_html,60871
31-03-2019,TATASTEEL,2019,FY,9122,232773,screener_html,68925
31-03-2020,TATASTEEL,2020,FY,1174,249149,screener_html,73576
31-03-2021,TATASTEEL,2021,FY,8190,243909,screener_html,74239
31-03-2022,TATASTEEL,2022,FY,41749,282422,screener_html,114443
31-03-2023,TATASTEEL,2023,FY,8075,285396,screener_html,103082
31-03-2024,TATASTEEL,2024,FY,-4910,269312,screener_html,92035
31-03-2025,TATASTEEL,2025,FY,3174,285565,screener_html,94947
31-03-2019,TATATECH,2019,FY,353,2269,screener_html,1757
31-03-2020,TATATECH,2020,FY,252,2573,screener_html,1853
31-03-2021,TATATECH,2021,FY,239,3573,screener_html,2142
31-03-2022,TATATECH,2022,FY,437,4218,screener_html,2280
31-03-2023,TATATECH,2023,FY,624,5201,screener_html,2989
31-03-2024,TATATECH,2024,FY,679,5578,screener_html,3221
31-03-2025,TATATECH,2025,FY,677,6664,screener_html,3579
31-03-2026,TATATECH,2026,FY,547,8953,screener_html,3923
31-03-2018,TBOTEK,2018,FY,36,594,screener_html,132
31-03-2019,TBOTEK,2019,FY,26,826,screener_html,161
31-03-2020,TBOTEK,2020,FY,73,793,screener_html,240
31-03-2021,TBOTEK,2021,FY,-34,576,screener_html,204
31-03-2022,TBOTEK,2022,FY,34,1271,screener_html,231
31-03-2023,TBOTEK,2023,FY,148,2558,screener_html,340
31-03-2024,TBOTEK,2024,FY,201,4855,screener_html,544
31-03-2025,TBOTEK,2025,FY,230,7272,screener_html,1386
31-03-2015,TCS,2015,FY,20060,73318,screener_html,50635
31-03-2016,TCS,2016,FY,24338,88291,screener_html,71072
31-03-2017,TCS,2017,FY,26357,102333,screener_html,86214
31-03-2018,TCS,2018,FY,25880,105126,screener_html,85128
31-03-2019,TCS,2019,FY,31562,113901,screener_html,89446
31-03-2020,TCS,2020,FY,32447,120127,screener_html,84126
31-03-2021,TCS,2021,FY,32562,129992,screener_html,86433
31-03-2022,TCS,2022,FY,38449,140924,screener_html,89139
31-03-2023,TCS,2023,FY,42303,142859,screener_html,90424
31-03-2024,TCS,2024,FY,46099,145472,screener_html,90489
31-03-2025,TCS,2025,FY,48797,158649,screener_html,94756
31-03-2026,TCS,2026,FY,49454,181167,screener_html,107240
31-03-2015,TECHM,2015,FY,2659,19848,screener_html,12248
31-03-2016,TECHM,2016,FY,3027,22525,screener_html,14591
31-03-2017,TECHM,2017,FY,2851,26057,screener_html,16437
31-03-2018,TECHM,2018,FY,3786,30431,screener_html,18843
31-03-2019,TECHM,2019,FY,4289,33446,screener_html,20285
31-03-2020,TECHM,2020,FY,3897,37318,screener_html,21813
31-03-2021,TECHM,2021,FY,4353,39602,screener_html,24865
31-03-2022,TECHM,2022,FY,5630,44416,screener_html,26886
31-03-2023,TECHM,2023,FY,4857,45827,screener_html,27924
31-03-2024,TECHM,2024,FY,2397,43149,screener_html,26669
31-03-2025,TECHM,2025,FY,4253,44267,screener_html,27361
31-03-2026,TECHM,2026,FY,4806,49369,screener_html,29616
31-03-2017,TECHNOE,2017,FY,56,967,screener_html,662
31-03-2018,TECHNOE,2018,FY,206,1920,screener_html,1232
31-03-2019,TECHNOE,2019,FY,193,2017,screener_html,1427
31-03-2020,TECHNOE,2020,FY,179,2079,screener_html,1496
31-03-2021,TECHNOE,2021,FY,182,2203,screener_html,1616
31-03-2022,TECHNOE,2022,FY,264,2516,screener_html,1837
31-03-2023,TECHNOE,2023,FY,187,2769,screener_html,1931
31-03-2024,TECHNOE,2024,FY,268,2821,screener_html,2164
31-03-2025,TECHNOE,2025,FY,423,5405,screener_html,3892
31-03-2015,TEGA,2015,FY,-15,889,screener_html,439
31-03-2016,TEGA,2016,FY,-10,843,screener_html,418
31-03-2017,TEGA,2017,FY,-2,749,screener_html,340
31-03-2018,TEGA,2018,FY,28,767,screener_html,369
31-03-2019,TEGA,2019,FY,33,785,screener_html,393
31-03-2020,TEGA,2020,FY,66,881,screener_html,454
31-03-2021,TEGA,2021,FY,136,1010,screener_html,605
31-03-2022,TEGA,2022,FY,117,1170,screener_html,736
31-03-2023,TEGA,2023,FY,184,1629,screener_html,1049
31-03-2024,TEGA,2024,FY,194,1885,screener_html,1192
31-03-2025,TEGA,2025,FY,200,2150,screener_html,1476
31-03-2015,TEJASNET,2015,FY,-18,728,screener_html,268
31-03-2016,TEJASNET,2016,FY,29,838,screener_html,361
31-03-2017,TEJASNET,2017,FY,93,1034,screener_html,593
31-03-2018,TEJASNET,2018,FY,107,1330,screener_html,1152
31-03-2019,TEJASNET,2019,FY,147,1585,screener_html,1320
31-03-2020,TEJASNET,2020,FY,-237,1241,screener_html,1080
31-03-2021,TEJASNET,2021,FY,38,1312,screener_html,1135
31-03-2022,TEJASNET,2022,FY,-63,2110,screener_html,1930
31-03-2023,TEJASNET,2023,FY,-36,3602,screener_html,2973
31-03-2024,TEJASNET,2024,FY,63,8203,screener_html,3150
31-03-2025,TEJASNET,2025,FY,447,10462,screener_html,3847
31-03-2026,TEJASNET,2026,FY,-909,9403,screener_html,2931
31-03-2023,THELEELA,2023,FY,-62,5876,screener_html,-2512
31-03-2024,THELEELA,2024,FY,-2,7062,screener_html,-2826
31-03-2025,THELEELA,2025,FY,48,8266,screener_html,3556
31-03-2026,THELEELA,2026,FY,403,8924,screener_html,6404
31-03-2015,THERMAX,2015,FY,148,6089,screener_html,2147
31-03-2016,THERMAX,2016,FY,282,5166,screener_html,2417
31-03-2017,THERMAX,2017,FY,216,5044,screener_html,2538
31-03-2018,THERMAX,2018,FY,231,5929,screener_html,2715
31-03-2019,THERMAX,2019,FY,325,6790,screener_html,3015
31-03-2020,THERMAX,2020,FY,212,5951,screener_html,3028
31-03-2021,THERMAX,2021,FY,207,6500,screener_html,3252
31-03-2022,THERMAX,2022,FY,312,7458,screener_html,3493
31-03-2023,THERMAX,2023,FY,451,8836,screener_html,3869
31-03-2024,THERMAX,2024,FY,643,10141,screener_html,4440
31-03-2025,THERMAX,2025,FY,627,12008,screener_html,4937
31-03-2026,THERMAX,2026,FY,720,13282,screener_html,5550
31-03-2017,TIINDIA,2017,FY,174,3135,screener_html,1188
31-03-2018,TIINDIA,2018,FY,156,3312,screener_html,1273
31-03-2019,TIINDIA,2019,FY,251,3349,screener_html,1476
31-03-2020,TIINDIA,2020,FY,313,3080,screener_html,1734
31-03-2021,TIINDIA,2021,FY,286,8634,screener_html,2312
31-03-2022,TIINDIA,2022,FY,991,8874,screener_html,3071
31-03-2023,TIINDIA,2023,FY,1325,10260,screener_html,3950
31-03-2024,TIINDIA,2024,FY,1733,13084,screener_html,5105
31-03-2025,TIINDIA,2025,FY,1054,20316,screener_html,7518
31-03-2014,TITAGARH,2014,FY,-10,1080,screener_html,662
31-03-2015,TITAGARH,2015,FY,-10,1060,screener_html,689
31-03-2016,TITAGARH,2016,FY,-20,2678,screener_html,953
31-03-2017,TITAGARH,2017,FY,27,2695,screener_html,967
31-03-2018,TITAGARH,2018,FY,-147,2689,screener_html,855
31-03-2019,TITAGARH,2019,FY,-23,2687,screener_html,816
31-03-2020,TITAGARH,2020,FY,-36,2272,screener_html,766
31-03-2021,TITAGARH,2021,FY,-19,2462,screener_html,841
31-03-2022,TITAGARH,2022,FY,-1,2664,screener_html,842
31-03-2023,TITAGARH,2023,FY,126,2248,screener_html,964
31-03-2024,TITAGARH,2024,FY,286,3216,screener_html,2218
31-03-2025,TITAGARH,2025,FY,275,3801,screener_html,2538
31-03-2015,TITAN,2015,FY,816,5868,screener_html,3084
31-03-2016,TITAN,2016,FY,675,6342,screener_html,3507
31-03-2017,TITAN,2017,FY,697,8408,screener_html,4233
31-03-2018,TITAN,2018,FY,1102,9521,screener_html,5090
31-03-2019,TITAN,2019,FY,1389,11710,screener_html,6070
31-03-2020,TITAN,2020,FY,1493,13544,screener_html,6669
31-03-2021,TITAN,2021,FY,974,16444,screener_html,7497
31-03-2022,TITAN,2022,FY,2198,21188,screener_html,9303
31-03-2023,TITAN,2023,FY,3274,27020,screener_html,11851
31-03-2024,TITAN,2024,FY,3496,31547,screener_html,9393
31-03-2025,TITAN,2025,FY,3337,40645,screener_html,11624
31-03-2026,TITAN,2026,FY,5073,60561,screener_html,15703
31-03-2014,TMPV,2014,FY,14050,218426,screener_html,65604
31-03-2015,TMPV,2015,FY,14073,237315,screener_html,56262
31-03-2016,TMPV,2016,FY,11678,263184,screener_html,78952
31-03-2017,TMPV,2017,FY,7557,272580,screener_html,58062
31-03-2018,TMPV,2018,FY,9091,327192,screener_html,95428
31-03-2019,TMPV,2019,FY,-28724,305703,screener_html,60179
31-03-2020,TMPV,2020,FY,-11975,320179,screener_html,63079
31-03-2021,TMPV,2021,FY,-13395,341570,screener_html,55247
31-03-2022,TMPV,2022,FY,-11309,329061,screener_html,44561
31-03-2023,TMPV,2023,FY,2690,334674,screener_html,45322
31-03-2024,TMPV,2024,FY,31807,369521,screener_html,84918
31-03-2025,TMPV,2025,FY,28149,344264,screener_html,110746
31-03-2014,TORNTPHARM,2014,FY,664,5022,screener_html,1903
31-03-2015,TORNTPHARM,2015,FY,751,7820,screener_html,2491
31-03-2016,TORNTPHARM,2016,FY,1733,8886,screener_html,3494
31-03-2017,TORNTPHARM,2017,FY,934,9601,screener_html,4351
31-03-2018,TORNTPHARM,2018,FY,678,14243,screener_html,4623
31-03-2019,TORNTPHARM,2019,FY,436,14113,screener_html,4725
31-03-2020,TORNTPHARM,2020,FY,1025,14010,screener_html,4824
31-03-2021,TORNTPHARM,2021,FY,1252,14075,screener_html,5838
31-03-2022,TORNTPHARM,2022,FY,777,12906,screener_html,5953
31-03-2023,TORNTPHARM,2023,FY,1245,14610,screener_html,6198
31-03-2024,TORNTPHARM,2024,FY,1656,14505,screener_html,6856
31-03-2025,TORNTPHARM,2025,FY,1911,15515,screener_html,8449
31-03-2014,TORNTPOWER,2014,FY,108,19126,screener_html,6205
31-03-2015,TORNTPOWER,2015,FY,363,19632,screener_html,6555
31-03-2016,TORNTPOWER,2016,FY,902,19612,screener_html,6471
31-03-2017,TORNTPOWER,2017,FY,430,20793,screener_html,6892
31-03-2018,TORNTPOWER,2018,FY,952,22589,screener_html,7720
31-03-2019,TORNTPOWER,2019,FY,904,24550,screener_html,8971
31-03-2020,TORNTPOWER,2020,FY,1179,23603,screener_html,9154
31-03-2021,TORNTPOWER,2021,FY,1296,23514,screener_html,10185
31-03-2022,TORNTPOWER,2022,FY,459,24988,screener_html,9944
31-03-2023,TORNTPOWER,2023,FY,2165,29872,screener_html,11010
31-03-2024,TORNTPOWER,2024,FY,1896,33326,screener_html,12062
31-03-2025,TORNTPOWER,2025,FY,3059,40309,screener_html,18811
31-03-2015,TRENT,2015,FY,129,2207,screener_html,1422
31-03-2016,TRENT,2016,FY,55,2157,screener_html,1464
31-03-2017,TRENT,2017,FY,85,2222,screener_html,1547
31-03-2018,TRENT,2018,FY,87,2336,screener_html,1595
31-03-2019,TRENT,2019,FY,95,2559,screener_html,1646
31-03-2020,TRENT,2020,FY,106,5507,screener_html,2388
31-03-2021,TRENT,2021,FY,-181,5724,screener_html,2313
31-03-2022,TRENT,2022,FY,35,7726,screener_html,2364
31-03-2023,TRENT,2023,FY,394,8082,screener_html,2596
31-03-2024,TRENT,2024,FY,1477,7162,screener_html,4068
31-03-2025,TRENT,2025,FY,1534,9420,screener_html,5462
31-03-2026,TRENT,2026,FY,1721,11729,screener_html,6985
31-03-2014,TRIDENT,2014,FY,194,3181,screener_html,928
31-03-2015,TRIDENT,2015,FY,118,4507,screener_html,1456
31-03-2016,TRIDENT,2016,FY,242,6529,screener_html,2436
31-03-2017,TRIDENT,2017,FY,337,6184,screener_html,2757
31-03-2018,TRIDENT,2018,FY,266,6163,screener_html,2726
31-03-2019,TRIDENT,2019,FY,372,6156,screener_html,2973
31-03-2020,TRIDENT,2020,FY,340,5776,screener_html,3021
31-03-2021,TRIDENT,2021,FY,304,5772,screener_html,3329
31-03-2022,TRIDENT,2022,FY,834,6489,screener_html,3845
31-03-2023,TRIDENT,2023,FY,442,6829,screener_html,4193
31-03-2024,TRIDENT,2024,FY,350,7563,screener_html,4316
31-03-2025,TRIDENT,2025,FY,371,7218,screener_html,4619
31-03-2014,TRITURBINE,2014,FY,67,496,screener_html,175
31-03-2015,TRITURBINE,2015,FY,93,575,screener_html,229
31-03-2016,TRITURBINE,2016,FY,113,578,screener_html,299
31-03-2017,TRITURBINE,2017,FY,124,646,screener_html,403
31-03-2018,TRITURBINE,2018,FY,96,755,screener_html,452
