date,symbol,year,month,return,Rf_monthly,market_cap,bm,profitability,asset_growth,series,prevclose,openprice,highprice,lowprice,lastprice,closeprice,averageprice,totaltradedquantity,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,effective_year,turnover,quarter,net_income,total_assets,source,book_value,index,formation_year,shares_outstanding
2012-03-31,DIVISLAB,2012,3,0.05255564715581196,0.007691563375019861,203362527450.0,,,,EQ,744.45,743.05,772.05,739.65,764.75,766.05,757.71,446817.0,338559488.7,15026.0,357315.0,79.97,2011,342284162.84999996,,,,,,4.0,2011,265469000.0
2012-03-31,MCX,2012,3,,0.007691563375019861,64780717600.0,,,,EQ,"1,249.75","1,254.50","1,280.65","1,247.65","1,271.90",1270.25,"1,269.53",126223.0,160243854.85,8593.0,43001.0,34.07,2011,160334765.75,,,,,,4.0,2011,50998400.0
2012-04-30,OIL,2012,4,-0.10427702570139297,0.007069917280484672,274448640800.0,,,,EQ,454.15,445.00,459.55,445.00,455.50,456.55,455.34,89058.0,40551345.1,7752.0,65287.0,73.31,2011,40659429.9,,,,,,5.0,2011,601136000.0
2012-04-30,ACC,2012,4,-0.08996285262422299,0.007069917280484672,232268726750.00003,,,,EQ,"1,205.30","1,196.00","1,246.00","1,196.00","1,236.50",1237.15,"1,223.13",298916.0,365613456.9,16216.0,146755.0,49.1,2011,369803929.40000004,,,,,,5.0,2011,187745000.0
2012-04-30,MCX,2012,4,-0.13831922849832712,0.007069917280484672,55820298720.0,,,,EQ,"1,136.65","1,136.00","1,142.30","1,090.15","1,092.50",1094.55,"1,106.02",141946.0,156994442.85,13923.0,64603.0,45.51,2011,155366994.29999998,,,,,,5.0,2011,50998400.0
2012-04-30,DIVISLAB,2012,4,0.11768161347170558,0.007069917280484672,227294557800.0,,,,EQ,836.75,841.90,861.95,830.15,856.00,856.2,853.77,260346.0,222274922.05,11054.0,167797.0,64.45,2011,222908245.20000002,,,,,,5.0,2011,265469000.0
2012-05-31,OIL,2012,5,-0.04610666958712084,0.007172184922524583,261794728000.0,,,,EQ,445.05,445.05,445.05,431.00,439.90,435.5,435.15,167863.0,73045642.35,14280.0,89905.0,53.56,2011,73104336.5,,,,,,6.0,2011,601136000.0
2012-05-31,MCX,2012,5,-0.14435156000182725,0.007172184922524583,47762551520.0,,,,EQ,862.50,858.00,948.90,838.00,940.35,936.55,920.18,866490.0,797325145.3,46198.0,179215.0,20.68,2011,811511209.5,,,,,,6.0,2011,50998400.0
2012-05-31,ACC,2012,5,-0.07775936628541413,0.007172184922524583,214207657750.0,,,,EQ,"1,162.50","1,153.00","1,168.60","1,135.15","1,144.00",1140.95,"1,146.60",907234.0,1040234597.65,24302.0,423370.0,46.67,2011,1035108632.3000001,,,,,,6.0,2011,187745000.0
2012-05-31,DIVISLAB,2012,5,0.0902826442419995,0.007172184922524583,247815311500.0,,,,EQ,929.05,930.65,950.45,923.55,933.10,933.5,940.14,520896.0,489716246.6,21727.0,315418.0,60.55,2011,486256416.0,,,,,,6.0,2011,265469000.0
2012-06-30,MCX,2012,6,0.13245422027654685,0.00683282671018981,54088903039.99999,,,,EQ,"1,038.30","1,045.10","1,075.00","1,040.60","1,056.00",1060.6,"1,055.64",89598.0,94583011.1,5712.0,37328.0,41.66,2011,95027638.8,,,,,,7.0,2011,50998400.0
2012-06-30,OIL,2012,6,0.1467278989667049,0.00683282671018981,300207318400.0,,,,EQ,498.85,500.00,504.90,491.50,500.00,499.4,496.06,163055.0,80884788.05,5824.0,104409.0,64.03,2011,81429667.0,,,,,,7.0,2011,601136000.0
2012-06-30,LICHSGFIN,2012,6,0.13900021092596493,0.00683282671018981,136259012160.0,,,,EQ,264.0,265.1,270.65,263.1,269.5,270.0,267.22,1240094.0,331380364.0,26696.0,475921.0,38.38,2011,334825380.0,,,,,,7.0,2011,504663008.0
2012-06-30,DIVISLAB,2012,6,0.09817889662560275,0.00683282671018981,272145545350.00003,,,,EQ,984.75,993.35,"1,033.00",985.85,"1,026.00",1025.15,"1,010.02",390329.0,394238783.4,11052.0,196400.0,50.32,2011,400145774.35,,,,,,7.0,2011,265469000.0
2012-06-30,ACC,2012,6,0.11139839607344748,0.00683282671018981,238070047250.0,,,,EQ,"1,223.40","1,229.80","1,273.80","1,228.25","1,269.40",1268.05,"1,251.96",440598.0,551612860.45,24097.0,222628.0,50.53,2011,558700293.9,,,,,,7.0,2011,187745000.0
2012-07-31,DIVISLAB,2012,7,0.06979466419548364,0.006993525648803622,291139852300.0,,,,EQ,"1,092.40","1,090.05","1,113.75","1,087.00","1,095.25",1096.7,"1,099.33",203246.0,223433514.65,12943.0,92558.0,45.54,2012,222899888.20000002,,,,,,8.0,2012,265469000.0
2012-07-31,LICHSGFIN,2012,7,-0.029444444444444384,0.006993525648803622,132246941246.40001,,,,EQ,255.6,255.75,263.0,252.75,262.9,262.05,258.95,1505760.0,389913807.35,22244.0,649454.0,43.13,2012,394584408.0,,,,,,8.0,2012,504663008.0
2012-07-31,OIL,2012,7,-0.006207448938726379,0.006993525648803622,298343796800.0,,,,EQ,496.20,495.25,498.00,490.05,498.00,496.3,494.69,68324.0,33799191.8,2113.0,43439.0,63.58,2012,33909201.2,,,,,,8.0,2012,601136000.0
2012-07-31,APOLLOHOSP,2012,7,0.020816458772072055,0.006993525648803622,87669618750.0,,,,EQ,619.9,619.8,634.0,619.8,632.7,630.15,627.92,21422.0,13451239.85,1208.0,14909.0,69.6,2012,13499073.299999999,,,,,,8.0,2012,139125000.0
2012-07-31,ACC,2012,7,0.04428058830487758,0.006993525648803622,248611929000.0,,,,EQ,"1,297.85","1,300.00","1,332.30","1,295.10","1,331.70",1324.2,"1,315.76",464226.0,610811362.75,14204.0,262308.0,56.5,2012,614728069.2,,,,,,8.0,2012,187745000.0
2012-07-31,MCX,2012,7,-0.030077314727512627,0.006993525648803622,52462054080.0,,,,EQ,"1,024.60","1,034.65","1,044.90","1,024.30","1,028.50",1028.7,"1,031.60",82222.0,84820379.0,5919.0,37895.0,46.09,2012,84581771.4,,,,,,8.0,2012,50998400.0
2012-08-31,MCX,2012,8,0.11242344706911633,0.007018549354481429,58360019039.99999,,,,EQ,"1,146.75","1,148.50","1,160.00","1,139.50","1,139.50",1144.35,"1,151.04",72407.0,83343714.4,4793.0,30818.0,42.56,2012,82858950.44999999,,,,,,9.0,2012,50998400.0
2012-08-31,DIVISLAB,2012,8,0.03943649129205795,0.007018549354481429,302621386550.0,,,,EQ,"1,149.60","1,122.15","1,171.00","1,122.15","1,140.55",1139.95,"1,151.50",223724.0,257618057.4,11869.0,88711.0,39.65,2012,255034173.8,,,,,,9.0,2012,265469000.0
2012-08-31,OIL,2012,8,-0.0066492041104171395,0.007018549354481429,296360048000.0,,,,EQ,488.75,485.05,498.75,474.05,490.00,493.0,491.14,133704.0,65666934.75,4804.0,108605.0,81.23,2012,65916072.0,,,,,,9.0,2012,601136000.0
2012-08-31,APOLLOHOSP,2012,8,-0.0026184241847179157,0.007018549354481429,87440062500.0,,,,EQ,634.2,634.2,638.0,623.0,630.0,628.5,630.18,71438.0,45018743.75,3119.0,57624.0,80.66,2012,44898783.0,,,,,,9.0,2012,139125000.0
2012-08-31,LICHSGFIN,2012,8,-0.08376264071742046,0.007018549354481429,121169588220.8,,,,EQ,243.95,246.0,246.0,236.1,239.05,240.1,240.01,3007291.0,721770232.05,61581.0,1773560.0,58.98,2012,722050569.1,,,,,,9.0,2012,504663008.0
2012-08-31,ACC,2012,8,-0.011856215073251852,0.007018549354481429,245664332500.0,,,,EQ,"1,326.85","1,317.00","1,327.00","1,304.15","1,306.00",1308.5,"1,312.98",187492.0,246172812.0,9791.0,84845.0,45.25,2012,245333282.0,,,,,,9.0,2012,187745000.0
2012-09-30,LICHSGFIN,2012,9,0.17367763431903382,0.006706693038501577,142214035654.4,,,,EQ,273.35,275.9,285.4,270.55,282.6,281.8,281.2,3129291.0,879971809.7,42388.0,1168728.0,37.35,2012,881834203.8000001,,,,,,10.0,2012,504663008.0
2012-09-30,APOLLOHOSP,2012,9,0.16348448687350836,0.006706693038501577,101735156250.0,,,,EQ,731.9,731.95,751.0,726.1,731.75,731.25,736.87,282100.0,207870768.25,19335.0,158298.0,56.11,2012,206285625.0,,,,,,10.0,2012,139125000.0
2012-09-30,DIVISLAB,2012,9,-0.05030922408877592,0.006706693038501577,287396739400.0,,,,EQ,"1,066.40","1,071.00","1,102.50","1,051.05","1,082.70",1082.6,"1,076.89",469916.0,506050048.25,17552.0,234144.0,49.83,2012,508731061.59999996,,,,,,10.0,2012,265469000.0
2012-09-30,OIL,2012,9,-0.0022312373225152893,0.006706693038501577,295698798400.0,,,,EQ,479.65,479.65,495.00,476.00,492.50,491.9,487.31,582778.0,283996119.35,7465.0,472430.0,81.07,2012,286668498.2,,,,,,10.0,2012,601136000.0
2012-09-30,ACC,2012,9,0.12346197936568593,0.006706693038501577,275994537250.0,,,,EQ,"1,447.75","1,452.00","1,477.50","1,440.50","1,470.00",1470.05,"1,468.47",416847.0,612129086.85,14833.0,260863.0,62.58,2012,612785932.35,,,,,,10.0,2012,187745000.0
2012-09-30,MCX,2012,9,0.12006816096473982,0.006706693038501577,65367199200.0,,,,EQ,"1,257.90","1,269.85","1,299.90","1,262.25","1,281.00",1281.75,"1,281.17",136386.0,174733517.45,9220.0,51506.0,37.76,2012,174812755.5,,,,,,10.0,2012,50998400.0
2012-10-31,APOLLOHOSP,2012,10,0.0665982905982907,0.006895347726272316,108510543750.0,,,,EQ,777.95,781.15,783.5,776.2,780.0,779.95,780.15,154706.0,120694558.85,5883.0,137754.0,89.04,2012,120662944.7,,,,,,11.0,2012,139125000.0
2012-10-31,DIVISLAB,2012,10,0.10765749122482937,0.006895347726272316,318337151350.0,,,,EQ,"1,160.85","1,164.95","1,201.00","1,157.05","1,199.00",1199.15,"1,187.05",595738.0,707171500.8,23927.0,362566.0,60.86,2012,714379222.7,,,,,,11.0,2012,265469000.0
2012-10-31,MCX,2012,10,0.0959625511995319,0.006895347726272316,71640002400.0,,,,EQ,"1,366.10","1,376.00","1,409.00","1,367.00","1,402.00",1404.75,"1,393.35",120699.0,168176189.65,10338.0,52880.0,43.81,2012,169551920.25,,,,,,11.0,2012,50998400.0
2012-10-31,LICHSGFIN,2012,10,-0.1375088715400994,0.006895347726272316,122658344094.40001,,,,EQ,242.3,244.0,246.7,238.5,243.4,243.05,243.51,8509786.0,2072211454.9,92112.0,3119808.0,36.66,2012,2068303487.3000002,,,,,,11.0,2012,504663008.0
2012-10-31,ACC,2012,10,-0.061902656372232245,0.006895347726272316,258909742250.0,,,,EQ,"1,378.40","1,376.15","1,390.80","1,365.10","1,374.90",1379.05,"1,376.85",222922.0,306929575.05,10725.0,106158.0,47.62,2012,307420584.09999996,,,,,,11.0,2012,187745000.0
2012-10-31,OIL,2012,10,-0.01758487497458827,0.006895347726272316,290498972000.0,,,,EQ,482.15,484.80,488.00,481.00,484.00,483.25,482.91,39433.0,19042569.8,1132.0,26379.0,66.9,2012,19055997.25,,,,,,11.0,2012,601136000.0
2012-11-30,MCX,2012,11,0.13671471792133838,0.006736064815508369,81434245120.0,,,,EQ,"1,539.30","1,545.75","1,615.80","1,545.05","1,600.00",1596.8,"1,583.07",259868.0,411389702.8,13261.0,133623.0,51.42,2012,414957222.4,,,,,,12.0,2012,50998400.0
2012-11-30,LICHSGFIN,2012,11,0.09319070150174857,0.006736064815508369,134088961225.59999,,,,EQ,258.0,258.5,266.5,258.5,265.95,265.7,264.23,4173962.0,1102904675.2,55727.0,2589166.0,62.03,2012,1109021703.3999999,,,,,,12.0,2012,504663008.0
2012-11-30,OIL,2012,11,-0.058768753233316096,0.006736064815508369,273426709600.0,,,,EQ,451.05,455.00,456.30,451.00,455.00,454.85,453.94,211076.0,95815792.5,2308.0,192092.0,91.01,2012,96007918.60000001,,,,,,12.0,2012,601136000.0
2012-11-30,DIVISLAB,2012,11,-0.011883417420673004,0.006736064815508369,314554218100.0,,,,EQ,"1,180.70","1,180.25","1,234.40","1,160.05","1,164.85",1184.9,"1,191.49",3530961.0,4207103338.0,90787.0,3015094.0,85.39,2012,4183835688.9,,,,,,12.0,2012,265469000.0
2012-11-30,APOLLOHOSP,2012,11,0.050067312007179954,0.006736064815508369,113943375000.0,,,,EQ,805.65,810.0,826.0,806.0,816.5,819.0,818.92,823629.0,674487247.5,22109.0,370582.0,44.99,2012,674552151.0,,,,,,12.0,2012,139125000.0
2012-11-30,ACC,2012,11,0.0035169138174830916,0.006736064815508369,259820305500.00003,,,,EQ,"1,396.10","1,399.00","1,406.30","1,375.00","1,385.00",1383.9,"1,383.31",396398.0,548340701.05,24213.0,271152.0,68.4,2012,548575192.2,,,,,,12.0,2012,187745000.0
2012-12-31,LICHSGFIN,2012,12,0.09653744824990595,0.006966741159935896,147033567380.80002,,,,EQ,292.65,294.0,295.0,290.7,291.15,291.35,292.43,1132169.0,331080451.2,16992.0,423465.0,37.4,2012,329857438.15000004,,,,,,13.0,2012,504663008.0
2012-12-31,ACC,2012,12,0.03490136570561453,0.006966741159935896,268888389000.0,,,,EQ,"1,409.45","1,411.95","1,437.00","1,408.00","1,432.00",1432.2,"1,427.55",187843.0,268155125.9,9780.0,91095.0,48.5,2012,269028744.6,,,,,,13.0,2012,187745000.0
2012-12-31,MCX,2012,12,-0.07743612224448893,0.006966741159935896,75128292960.0,,,,EQ,"1,482.20","1,485.00","1,499.00","1,465.15","1,481.75",1473.15,"1,482.16",65031.0,96386108.45,4290.0,24425.0,37.56,2012,95800417.65,,,,,,13.0,2012,50998400.0
2012-12-31,OIL,2012,12,0.024073870506760464,0.006966741159935896,280009148800.0,,,,EQ,466.05,463.1,470.0,462.1,466.0,465.8,465.93,135251.0,63017246.1,3107.0,127060.0,93.94,2012,62999915.800000004,,,,,,13.0,2012,601136000.0
2012-12-31,DIVISLAB,2012,12,-0.06793822263482152,0.006966741159935896,293183963600.0,,,,EQ,"1,078.55","1,069.55","1,116.00","1,069.55","1,109.90",1104.4,"1,099.68",251306.0,276357235.1,6807.0,175707.0,69.92,2012,277542346.40000004,,,,,,13.0,2012,265469000.0
2012-12-31,APOLLOHOSP,2012,12,-0.03864468864468862,0.006966741159935896,109540068750.0,,,,EQ,790.25,790.20,792.90,784.20,788.05,787.35,787.41,50475.0,39744468.05,3931.0,23729.0,47.01,2012,39741491.25,,,,,,13.0,2012,139125000.0
2013-01-31,OIL,2013,1,0.1592958351223701,0.006841827239113529,324613440000.0,,,,EQ,526.35,525.0,554.0,510.5,540.0,540.0,538.69,912786.0,491709969.15,24634.0,417871.0,45.78,2012,492904440.0,,,,,,14.0,2012,601136000.0
2013-01-31,DIVISLAB,2013,1,-0.04907642158638181,0.006841827239113529,278795543800.0,,,,EQ,"1,063.35","1,064.95","1,066.00","1,042.60","1,049.00",1050.2,"1,052.30",273553.0,287861176.3,11021.0,157433.0,57.55,2012,287285360.6,,,,,,14.0,2012,265469000.0
2013-01-31,APOLLOHOSP,2013,1,0.026862259477995698,0.006841827239113529,112482562500.0,,,,EQ,803.25,803.90,810.00,796.15,810.00,808.5,805.49,77051.0,62063961.55,13089.0,36310.0,47.12,2012,62295733.5,,,,,,14.0,2012,139125000.0
2013-01-31,ACC,2013,1,-0.07617651166038275,0.006841827239113529,248405409499.99997,,,,EQ,"1,324.75","1,328.00","1,335.70","1,317.10","1,325.00",1323.1,"1,323.91",190447.0,252135116.95,14273.0,111420.0,58.5,2012,251980425.7,,,,,,14.0,2012,187745000.0
2013-01-31,MCX,2013,1,-0.03567185962054109,0.006841827239113529,72448327040.0,,,,EQ,"1,416.10","1,414.95","1,434.90","1,385.00","1,414.35",1420.6,"1,410.36",60051.0,84693272.75,4436.0,28230.0,47.01,2012,85308450.6,,,,,,14.0,2012,50998400.0
2013-01-31,LICHSGFIN,2013,1,-0.03380813454607867,0.006841827239113529,142062636752.0,,,,EQ,285.05,284.4,284.45,279.2,282.85,281.5,281.27,2679985.0,753796857.55,39639.0,1735330.0,64.75,2012,754415777.5,,,,,,14.0,2012,504663008.0
2013-02-28,MCX,2013,2,-0.19125721526115713,0.006137431200448518,58592061760.00001,,,,EQ,"1,118.95","1,122.20","1,197.45","1,024.00","1,160.00",1148.9,"1,127.90",654002.0,737649229.95,33900.0,120085.0,18.36,2012,751382897.8000001,,,,,,15.0,2012,50998400.0
2013-02-28,APOLLOHOSP,2013,2,0.022758194186765612,0.006137431200448518,115042462500.0,,,,EQ,824.55,829.90,833.90,812.65,825.00,826.9,824.46,719917.0,593543753.25,9586.0,685572.0,95.23,2012,595299367.3,,,,,,15.0,2012,139125000.0
2013-02-28,ACC,2013,2,-0.03820572896984353,0.006137431200448518,238914899750.0,,,,EQ,"1,302.30","1,310.00","1,314.00","1,253.50","1,255.00",1272.55,"1,288.98",1027631.0,1324599193.85,38269.0,820262.0,79.82,2012,1307711829.05,,,,,,15.0,2012,187745000.0
2013-02-28,OIL,2013,2,-0.022222222222222254,0.006137431200448518,317399808000.0,,,,EQ,532.15,535.65,538.9,520.0,528.0,528.0,530.83,623824.0,331142705.7,11851.0,548124.0,87.87,2012,329379072.0,,,,,,15.0,2012,601136000.0
2013-02-28,DIVISLAB,2013,2,-0.03827842315749386,0.006137431200448518,268123690000.0,,,,EQ,"1,027.50","1,021.65","1,044.00",999.00,"1,017.00",1010.0,"1,018.65",234052.0,238416806.1,14384.0,148409.0,63.41,2012,236392520.0,,,,,,15.0,2012,265469000.0
2013-02-28,LICHSGFIN,2013,2,-0.17442273534635877,0.006137431200448518,117283683059.2,,,,EQ,246.25,247.0,249.9,228.65,236.25,232.4,239.07,6691356.0,1599705476.5,76337.0,3100134.0,46.33,2012,1555071134.4,,,,,,15.0,2012,504663008.0
2013-03-31,APOLLOHOSP,2013,3,0.014512032893941207,0.006904282324949218,116711962500.0,,,,EQ,797.15,785.00,847.00,785.00,846.00,838.9,832.85,261723.0,217975446.95,17621.0,142610.0,54.49,2012,219559424.7,,,,,,16.0,2012,139125000.0
2013-03-31,DIVISLAB,2013,3,-0.022277227722772297,0.006904282324949218,262150637500.0,,,,EQ,999.75,999.85,"1,010.00",973.05,997.00,987.5,987.14,258042.0,254723560.55,12061.0,175332.0,67.95,2012,254816475.0,,,,,,16.0,2012,265469000.0
2013-03-31,OIL,2013,3,-0.032670454545454586,0.006904282324949218,307030212000.0,,,,EQ,507.25,506.85,519.9,506.85,508.1,510.75,514.05,845984.0,434880784.9,23009.0,686910.0,81.2,2012,432086328.0,,,,,,16.0,2012,601136000.0
2013-03-31,MCX,2013,3,-0.27704761075811646,0.006904282324949218,42359271040.0,,,,EQ,865.10,856.15,868.95,824.95,829.00,830.6,840.07,198055.0,166380066.5,10832.0,117354.0,59.25,2012,164504483.0,,,,,,16.0,2012,50998400.0
2013-03-31,LICHSGFIN,2013,3,-0.03227194492254737,0.006904282324949218,113498710499.2,,,,EQ,221.9,222.3,226.1,219.35,225.35,224.9,222.86,2614966.0,582762972.05,38674.0,1378629.0,52.72,2012,588105853.4,,,,,,16.0,2012,504663008.0
2013-03-31,ACC,2013,3,-0.08907312089898234,0.006904282324949218,217634004000.0,,,,EQ,"1,158.85","1,148.10","1,168.00","1,141.10","1,158.00",1159.2,"1,156.06",224295.0,259297832.95,14833.0,124388.0,55.46,2012,260002764.0,,,,,,16.0,2012,187745000.0
2013-04-30,APOLLOHOSP,2013,4,-0.0056025748003336595,0.0063962119306253395,116058075000.0,,,,EQ,824.90,829.95,838.90,825.10,830.60,834.2,830.27,333380.0,276795384.1,9313.0,320076.0,96.01,2012,278105596.0,,,,,,17.0,2012,139125000.0
2013-04-30,LICHSGFIN,2013,4,0.08337038683859488,0.0063962119306253395,122961141899.2,,,,EQ,252.1,253.1,253.9,242.1,243.4,243.65,245.6,2545624.0,625205984.75,35541.0,1077529.0,42.33,2012,620241287.6,,,,,,17.0,2012,504663008.0
2013-04-30,MCX,2013,4,0.09101854081386951,0.0063962119306253395,46214750080.0,,,,EQ,891.95,899.95,918.00,888.00,904.90,906.2,902.61,165773.0,149628790.65,12821.0,49100.0,29.62,2012,150223492.6,,,,,,17.0,2012,50998400.0
2013-04-30,ACC,2013,4,0.06392339544513459,0.0063962119306253395,231545908500.0,,,,EQ,"1,240.60","1,245.00","1,252.00","1,205.00","1,234.00",1233.3,"1,227.36",348829.0,428139396.2,19849.0,185054.0,53.05,2012,430210805.7,,,,,,17.0,2012,187745000.0
2013-04-30,OIL,2013,4,0.07665198237885451,0.0063962119306253395,330564686400.0,,,,EQ,549.4,547.0,555.1,533.25,551.5,549.9,547.05,559358.0,305998296.6,20190.0,454221.0,81.2,2012,307590964.2,,,,,,17.0,2012,601136000.0
2013-04-30,DIVISLAB,2013,4,0.08845569620253158,0.0063962119306253395,285339354650.0,,,,EQ,"1,087.65","1,089.00","1,103.55","1,043.00","1,071.50",1074.85,"1,081.95",187275.0,202622152.0,7443.0,124044.0,66.24,2012,201292533.74999997,,,,,,17.0,2012,265469000.0
2013-05-31,OIL,2013,5,0.08128750681942187,0.006291606531115379,357435465600.0,,,,EQ,600.0,594.3,629.9,577.05,577.55,594.6,597.21,6615099.0,3950571390.5,122075.0,5776461.0,87.32,2012,3933337865.4,,,,,,18.0,2012,601136000.0
2013-05-31,ACC,2013,5,-0.01179761615178787,0.006291606531115379,228814218750.0,,,,EQ,"1,243.95","1,236.30","1,243.95","1,208.00","1,225.00",1218.75,"1,217.89",241880.0,294584062.15,15952.0,150648.0,62.28,2012,294791250.0,,,,,,18.0,2012,187745000.0
2013-05-31,MINDACORP,2013,5,0.051693404634581164,0.006291606531115379,67030490000.0,,,,EQ,309.0,295.0,295.0,295.0,295.0,295.0,295.0,1.0,295.0,1.0,1.0,100.00,2012,295.0,,,,,,18.0,2012,227222000.0
2013-05-31,MCX,2013,5,-0.05843080997572281,0.006291606531115379,43514384800.0,,,,EQ,888.90,890.15,905.00,847.05,856.00,853.25,873.02,102271.0,89284589.75,8417.0,62798.0,61.4,2012,87262730.75,,,,,,18.0,2012,50998400.0
2013-05-31,LICHSGFIN,2013,5,0.050277036733018754,0.006291606531115379,129143263747.2,,,,EQ,270.0,270.0,272.3,253.6,257.5,255.9,259.34,2966675.0,769383794.55,50578.0,1592902.0,53.69,2012,759172132.5,,,,,,18.0,2012,504663008.0
2013-05-31,APOLLOHOSP,2013,5,0.20798369695516672,0.006291606531115379,140196262500.0,,,,EQ,960.05,960.00,"1,045.00",960.00,"1,008.00",1007.7,999.70,4658894.0,4657504676.05,133374.0,3662179.0,78.61,2012,4694767483.8,,,,,,18.0,2012,139125000.0
2013-05-31,DIVISLAB,2013,5,-0.09047774108015061,0.006291606531115379,259522494400.0,,,,EQ,972.75,970.00,987.00,970.00,978.00,977.6,977.07,210480.0,205654300.85,10671.0,164081.0,77.96,2012,205765248.0,,,,,,18.0,2012,265469000.0
2013-06-30,LICHSGFIN,2013,6,-0.004493942946463436,0.006129290815346522,128562901288.0,,,,EQ,248.4,254.7,256.0,251.3,254.4,254.75,254.03,2343953.0,595426876.05,33264.0,1422399.0,60.68,2012,597122026.75,,,,,,19.0,2012,504663008.0
2013-06-30,APOLLOHOSP,2013,6,0.045400416790711606,0.006129290815346522,146561231250.0,,,,EQ,981.65,976.00,"1,071.20",972.05,"1,065.00",1053.45,"1,024.59",440545.0,451378080.3,29311.0,187906.0,42.65,2012,464092130.25,,,,,,19.0,2012,139125000.0
2013-06-30,MINDACORP,2013,6,-0.016949152542372836,0.006129290815346522,65894380000.0,,,,EQ,295.0,290.0,290.0,290.0,290.0,290.0,290.0,9.0,2610.0,3.0,9.0,100.00,2012,2610.0,,,,,,19.0,2012,227222000.0
2013-06-30,ACC,2013,6,0.0032000000000000917,0.006129290815346522,229546424250.00003,,,,EQ,"1,202.70","1,216.90","1,230.00","1,205.00","1,229.00",1222.65,"1,215.83",214308.0,260561684.0,18469.0,115175.0,53.74,2012,262023676.20000002,,,,,,19.0,2012,187745000.0
2013-06-30,DIVISLAB,2013,6,0.013809328968903412,0.006129290815346522,263106325900.0,,,,EQ,972.95,985.00,995.00,978.15,993.00,991.1,986.50,150382.0,148351446.8,9824.0,106983.0,71.14,2012,149043600.20000002,,,,,,19.0,2012,265469000.0
2013-06-30,MCX,2013,6,-0.10061529446234985,0.006129290815346522,39136172160.0,,,,EQ,753.05,754.30,772.20,754.30,769.80,767.4,764.29,59702.0,45629835.75,5411.0,21859.0,36.61,2012,45815314.8,,,,,,19.0,2012,50998400.0
