date,symbol,year,month,return,Rf_monthly,market_cap,bm,profitability,asset_growth,series,prevclose,openprice,highprice,lowprice,lastprice,closeprice,averageprice,totaltradedquantity,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,effective_year,turnover,quarter,net_income,total_assets,source,book_value,index,formation_year,shares_outstanding
2018-06-30,IPCALAB,2018,6,0.043556085918854404,0.005347014360344682,88350385200.0,,0.08891369047619048,0.02098635886673672,EQ,685.7,692.7,703.45,690.7,699.3,699.6,698.23,384767.0,268657054.75,11439.0,320877.0,83.4,2017,269182993.2,FY,239.0,4116.0,screener_html,2688.0,79.0,2017,126287000.0
2018-06-30,J&KBANK,2018,6,-0.143099068585944,0.005347014360344682,28203225600.0,,0.032965248457291325,0.05722566196812018,EQ,49.0,49.45,52.5,49.45,51.0,50.6,50.38,345527.0,17407653.75,2692.0,252182.0,72.98,2017,17483666.2,FY,203.0,89684.0,screener_html,6158.0,79.0,2017,557376000.0
2018-06-30,SIEMENS,2018,6,-0.06222498565142531,0.005347014360344682,349122242000.0,1.7171336009702574e-08,0.10856729726473069,0.13332072617246604,EQ,955.20,959.95,988.00,955.50,979.05,980.35,975.28,129931.0,126719285.7,7988.0,66850.0,51.45,2017,127377855.85000001,FY,901.0,14336.0,screener_html,8299.0,79.0,2017,356120000.0
2018-06-30,ZEEL,2018,6,-0.021760633036597254,0.005347014360344682,522436233550.00006,1.1040342722371528e-08,0.19545093890505158,0.13702540679417652,EQ,539.0,541.65,547.45,534.15,544.0,543.95,540.65,1814420.0,980961412.85,82085.0,1064315.0,58.66,2017,986953759.0000001,FY,1478.0,11130.0,screener_html,7562.0,79.0,2017,960449000.0
2018-06-30,EICHERMOT,2018,6,-0.0711550925662714,0.005347014360344682,779930321730.0,,0.27880512091038406,-0.22864282367640165,EQ,"28,425.55","28,699.60","28,788.80","28,400.00","28,725.55",28590.45,"28,571.94",81517.0,2329098428.7,23624.0,58623.0,71.92,2017,2330607712.65,FY,1960.0,9522.0,screener_html,7030.0,79.0,2017,27279400.0
2018-06-30,VEDL,2018,6,-0.048731373338703254,0.005347014360344682,875820167116.7999,6.872312829458973e-08,0.216262319939348,0.008928899890162434,EQ,230.0,228.0,237.85,228.0,236.2,236.2,234.53,11526273.0,2703286475.35,127077.0,4253013.0,36.9,2017,2722505682.6,FY,13692.0,180367.0,screener_html,63312.0,79.0,2017,3707960064.0
2018-06-30,NTPC,2018,6,-0.04715010444643397,0.005347014360344682,1316387683891.2,,0.10140687311105318,0.022543147392950713,EQ,156.4,155.35,160.9,153.6,159.35,159.65,158.09,5549364.0,877295867.7,44560.0,3522207.0,63.47,2017,885955962.6,FY,10502.0,282492.0,screener_html,103563.0,79.0,2017,8245459968.0
2018-06-30,M&MFIN,2018,6,-0.03691171947093197,0.005347014360344682,277139518185.6,4.239647868960677e-08,0.12338914256722476,0.164988481350141,EQ,456.80,458.80,472.00,458.00,472.00,469.65,467.19,916494.0,428172476.95,20673.0,391545.0,42.72,2017,430431407.09999996,FY,1216.0,58730.0,screener_html,9855.0,79.0,2017,590097984.0
2018-06-30,TRENT,2018,6,-0.0831184589716365,0.005347014360344682,100600890000.0,,0.05454545454545454,-0.02265518803806077,EQ,300.15,300.0,306.0,294.75,301.95,302.25,301.17,59543.0,17932357.25,3205.0,26731.0,44.89,2017,17996871.75,FY,87.0,2336.0,screener_html,1595.0,79.0,2017,332840000.0
2018-06-30,EIDPARRY,2018,6,0.01710304054054057,0.005347014360344682,42659113076.799995,,0.17407407407407408,0.09551127994418174,EQ,214.35,215.0,244.95,214.95,236.95,240.85,234.38,741609.0,173816856.8,13885.0,132622.0,17.88,2017,178616527.65,FY,517.0,14528.0,screener_html,2970.0,79.0,2017,177119008.0
2018-06-30,SUZLON,2018,6,-0.1428571428571429,0.005347014360344682,39898275840.0,,0.055116980048801494,-0.5525746629239335,EQ,7.4,7.4,7.75,7.4,7.5,7.5,7.55,27858724.0,210328251.2,10603.0,5789701.0,20.78,2017,208940430.0,FY,-384.0,11121.0,screener_html,-6967.0,79.0,2017,5319770112.0
2018-06-30,INDIANB,2018,6,0.00836144931788163,0.005347014360344682,165339629100.8,,0.0700507614213198,0.05649205329575824,EQ,347.05,344.0,348.6,338.95,342.7,343.7,343.27,1681249.0,577123954.0,19534.0,372680.0,22.17,2017,577845281.3,FY,1311.0,252981.0,screener_html,18715.0,79.0,2017,481057984.0
2018-06-30,BEML,2018,6,-0.12522293682105612,0.005347014360344682,33691078070.0,,0.059064061790095414,-0.04802929140641832,EQ,798.60,800.00,816.90,775.00,812.00,809.3,798.91,2088367.0,1668415501.65,50872.0,252083.0,12.07,2017,1690115413.1,FY,130.0,4744.0,screener_html,2201.0,79.0,2017,41629900.0
2018-06-30,APOLLOHOSP,2018,6,0.10217288367443578,0.005347014360344682,145726481250.0,2.0298063848284767e-08,0.01845018450184502,0.1394952779067966,EQ,"1,012.40","1,014.00","1,056.35","1,006.35","1,053.85",1047.45,"1,030.34",523238.0,539114830.45,22686.0,139720.0,26.7,2017,548065643.1,FY,60.0,8596.0,screener_html,3252.0,79.0,2017,139125000.0
2018-06-30,HDFCBANK,2018,6,-0.014489705298090683,0.005347014360344682,5452557223705.6,2.4079351917620557e-08,0.16935373497933376,0.2555028273900217,EQ,"2,130.85","2,121.70","2,140.00","2,105.10","2,111.00",2108.45,"2,124.32",4864530.0,10333807329.25,133620.0,3762199.0,77.34,2017,10256618278.5,FY,18561.0,1103186.0,screener_html,109599.0,79.0,2017,2586050048.0
2018-06-30,COROMANDEL,2018,6,-0.12717596185829905,0.005347014360344682,115094156697.6,,0.23860497237569062,0.09806266443434586,EQ,386.65,386.65,398.4,386.2,393.3,393.6,390.63,137024.0,53525298.45,1522.0,116362.0,84.92,2017,53932646.400000006,FY,691.0,9848.0,screener_html,2896.0,79.0,2017,292414016.0
2018-06-30,JUBLFOOD,2018,6,-0.44732121502033007,0.005347014360344682,182968420050.0,,0.2024793388429752,0.13674418604651173,EQ,"1,364.30","1,374.00","1,394.90","1,365.15","1,394.75",1386.45,"1,378.91",688648.0,949583272.0,42122.0,165947.0,24.1,2017,954776019.6,FY,196.0,1497.0,screener_html,968.0,79.0,2017,131969000.0
2018-06-30,YESBANK,2018,6,-0.018919699595609463,0.005347014360344682,783181990540.7999,,0.16436919970488875,0.2137458407703665,EQ,329.3,330.7,341.75,329.65,339.2,339.65,336.86,8963268.0,3019347593.85,92493.0,3481580.0,38.84,2017,3044373976.2,FY,4233.0,312450.0,screener_html,25753.0,79.0,2017,2305850112.0
2018-06-30,PFOCUS,2018,6,-0.0486270022883295,0.005347014360344682,24724071115.2,,-0.0763888888888889,-0.010062148564664142,EQ,83.05,82.6,84.5,81.0,84.0,83.15,82.61,29250.0,2416453.25,389.0,19522.0,66.74,2017,2432137.5,FY,-44.0,3439.0,screener_html,576.0,79.0,2017,297343008.0
2018-06-30,SUNPHARMA,2018,6,0.17414385344019978,0.005347014360344682,1353182585856.0,2.1753334740774024e-08,0.06634650519392389,0.13761467889908263,EQ,567.3,569.0,571.9,560.15,563.7,564.0,565.17,4416940.0,2496321168.75,121704.0,1709259.0,38.7,2017,2491154160.0,FY,2542.0,64297.0,screener_html,38314.0,79.0,2017,2399259904.0
2018-06-30,FEDERALBNK,2018,6,-0.03478773584905659,0.005347014360344682,161310797190.4,7.007445684768414e-08,0.07617728531855955,0.142288533211111,EQ,78.6,79.25,82.2,79.05,81.6,81.85,80.81,8810557.0,711951567.6,29425.0,3486204.0,39.57,2017,721144090.4499999,FY,935.0,139214.0,screener_html,12274.0,79.0,2017,1970809984.0
2018-06-30,AMBUJACEM,2018,6,0.009980525803310547,0.005347014360344682,411520629542.39996,,0.1329012069736254,1.3225076063114698,EQ,200.9,201.9,208.0,201.7,208.0,207.45,205.77,3749070.0,771458929.2,45664.0,2090737.0,55.77,2017,777744571.5,FY,2973.0,37391.0,screener_html,22370.0,79.0,2017,1983709952.0
2018-06-30,TITAN,2018,6,-0.023997333629596773,0.005347014360344682,779164505056.0,,0.21650294695481337,0.08077709611451933,EQ,836.35,826.05,881.8,826.05,876.65,878.5,861.16,4960179.0,4271523632.8,98384.0,1170114.0,23.59,2017,4357517251.5,FY,1102.0,9521.0,screener_html,5090.0,79.0,2017,886926016.0
2018-06-30,KAJARIACER,2018,6,-0.11945734316671208,0.005347014360344682,76830292400.0,,0.1695040710584752,0.2302758178319435,EQ,483.05,482.2,487.15,481.5,482.65,483.55,484.36,364302.0,176452506.75,14057.0,242017.0,66.43,2017,176158232.1,FY,229.0,2140.0,screener_html,1351.0,79.0,2017,158888000.0
2018-06-30,BHARATFORG,2018,6,-0.05839864761026581,0.005347014360344682,285445283798.4,,0.16208082545141875,0.006799417192812074,EQ,604.4,605.05,615.7,602.5,614.0,612.7,608.5,697986.0,424722861.15,14435.0,243255.0,34.85,2017,427656022.20000005,FY,754.0,9977.0,screener_html,4652.0,79.0,2017,465880992.0
2018-06-30,SJVN,2018,6,-0.0551053484602918,0.005347014360344682,120582764966.4,,0.11448598130841121,0.05173592126845272,EQ,29.0,29.1,29.4,28.95,29.2,29.15,29.15,266510.0,7767800.2,599.0,51329.0,19.26,2017,7768766.5,FY,1225.0,14391.0,screener_html,10700.0,79.0,2017,4136630016.0
2018-06-30,CYIENT,2018,6,0.040309446254071624,0.005347014360344682,86776231500.0,,0.1719283276450512,0.05400155400155393,EQ,749.0,750.2,773.0,745.65,767.1,766.5,759.95,336062.0,255390168.75,13562.0,168352.0,50.1,2017,257591523.0,FY,403.0,3400.0,screener_html,2344.0,79.0,2017,113211000.0
2018-06-30,GMDCLTD,2018,6,-0.08179078777442961,0.005347014360344682,33944456203.2,,0.07973345588235294,-0.051751913008457495,EQ,102.5,103.05,107.45,103.05,107.45,106.65,105.31,109866.0,11569556.65,2047.0,67102.0,61.08,2017,11717208.9,FY,347.0,5395.0,screener_html,4352.0,79.0,2017,318279008.0
2018-06-30,CUMMINSIND,2018,6,-0.07656662151564841,0.005347014360344682,179730004331.19998,,0.1728994657600777,0.013698630136986356,EQ,647.45,652.0,657.5,636.1,650.0,647.65,642.99,366363.0,235566379.65,15948.0,237528.0,64.83,2017,237274996.95,FY,712.0,5715.0,screener_html,4118.0,79.0,2017,277511008.0
2018-06-30,SUNTV,2018,6,-0.1474498692240629,0.005347014360344682,308587635116.8,,0.24232081911262798,0.0037383177570093906,EQ,779.05,783.20,793.20,777.95,780.25,782.3,787.06,1508172.0,1187025747.5,22403.0,673288.0,44.64,2017,1179842955.6,FY,1136.0,5273.0,screener_html,4688.0,79.0,2017,394462016.0
2018-06-30,VOLTAS,2018,6,-0.02991017686822872,0.005347014360344682,173317558809.59998,,0.14801536491677336,0.20118706508391315,EQ,511.5,517.95,525.9,509.05,521.0,523.8,517.59,2111937.0,1093120898.4,46035.0,452609.0,21.43,2017,1106232600.6,FY,578.0,7296.0,screener_html,3905.0,79.0,2017,330884992.0
2018-06-30,ACE,2018,6,-0.22122801604443076,0.005347014360344682,14837586400.0,,0.13612565445026178,0.01806239737274229,EQ,124.4,121.0,129.7,118.4,126.9,126.2,124.97,427206.0,53386797.95,4750.0,194137.0,45.44,2017,53913397.2,FY,52.0,817.0,screener_html,382.0,79.0,2017,117572000.0
2018-06-30,ANANTRAJ,2018,6,-0.057485029940119725,0.005347014360344682,11669045435.2,,0.015763076188201577,0.025939911344606825,EQ,38.15,38.6,39.7,38.05,39.15,39.35,38.87,462022.0,17958282.85,2088.0,149706.0,32.4,2017,18180565.7,FY,66.0,7473.0,screener_html,4187.0,79.0,2017,296544992.0
2018-06-30,MARUTI,2018,6,0.033781567727123596,0.005347014360344682,2670485350400.0,,0.18517822317253696,0.23926095657974877,EQ,"8,771.30","8,750.30","8,900.00","8,750.30","8,815.30",8825.6,"8,828.90",458807.0,4050760567.45,53434.0,208040.0,45.34,2017,4049247059.2000003,FY,7881.0,60248.0,screener_html,42559.0,79.0,2017,302584000.0
2018-06-30,MAHABANK,2018,6,-0.07063197026022305,0.005347014360344682,32751376000.0,,-0.11045991854574352,0.1023871625830921,EQ,12.3,12.3,12.6,12.2,12.55,12.5,12.4,585435.0,7258114.05,1260.0,257471.0,43.98,2017,7317937.5,FY,-1112.0,156449.0,screener_html,10067.0,79.0,2017,2620110080.0
2018-06-30,TORNTPOWER,2018,6,-0.13400686237133053,0.005347014360344682,109172149732.8,,0.12331606217616581,-0.001018744906275515,EQ,228.25,226.15,232.7,225.55,226.2,227.15,228.84,811187.0,185634753.1,9623.0,136801.0,16.86,2017,184261127.05,FY,952.0,22589.0,screener_html,7720.0,79.0,2017,480616992.0
2018-06-30,NLCINDIA,2018,6,-0.048865619546247796,0.005347014360344682,125114291424.0,,0.14656980227681246,0.1528575865817674,EQ,81.9,81.1,82.1,81.1,81.8,81.75,81.71,116509.0,9520122.1,896.0,69631.0,59.76,2017,9524610.75,FY,1957.0,38448.0,screener_html,13352.0,79.0,2017,1530450048.0
2018-06-30,IFCI,2018,6,-0.1610169491525424,0.005347014360344682,25185451737.6,,0.07097979283409747,0.05885853394644314,EQ,14.7,14.7,15.05,14.55,15.0,14.85,14.83,6919812.0,102626174.7,5754.0,1719851.0,24.85,2017,102759208.2,FY,418.0,30798.0,screener_html,5889.0,79.0,2017,1695990016.0
2018-06-30,CUB,2018,6,-0.05933282403870643,0.005347014360344682,122489529222.4,,0.14220514052366082,0.14111442000645824,EQ,183.7,186.8,186.8,183.5,184.0,184.7,184.51,613871.0,113267317.65,4525.0,458442.0,74.68,2017,113381973.69999999,FY,592.0,39937.0,screener_html,4163.0,79.0,2017,663180992.0
2018-06-30,TRIDENT,2018,6,-0.03427592116538136,0.005347014360344682,28641015401.600002,,0.09757887013939838,0.4486354559573995,EQ,55.05,55.3,56.75,55.3,56.55,56.35,55.95,282157.0,15785390.25,2137.0,134290.0,47.59,2017,15899546.950000001,FY,266.0,6163.0,screener_html,2726.0,79.0,2017,508270016.0
2018-06-30,TATAELXSI,2018,6,0.0788941880203704,0.005347014360344682,82785034440.0,,,,EQ,"1,284.90","1,297.00","1,340.00","1,292.40","1,338.00",1334.7,"1,316.71",576857.0,759551241.15,26304.0,114458.0,19.84,2017,769931037.9,,,,,,79.0,2017,62025200.0
2018-06-30,OBEROIRLTY,2018,6,-0.058388401223000264,0.005347014360344682,162109007062.4,,0.07533234859675036,0.05112359550561796,EQ,459.5,463.0,481.8,461.1,477.05,477.35,476.44,506445.0,241289180.2,42130.0,239239.0,47.24,2017,241751520.75,FY,459.0,10188.0,screener_html,6093.0,79.0,2017,339601984.0
2018-06-30,ABB,2018,6,-0.0433088444209927,0.005347014360344682,249950422000.0,,0.05420991926182238,,EQ,"1,157.75","1,159.95","1,211.00","1,159.95","1,190.00",1178.5,"1,190.55",80288.0,95587070.6,5459.0,36781.0,45.81,2017,94619408.0,FY,141.0,6504.0,screener_html,2601.0,79.0,2017,212092000.0
2018-06-30,PIIND,2018,6,-0.11086841017769655,0.005347014360344682,103365149100.0,,0.19116883116883118,0.19350887936313543,EQ,759.50,765.00,765.00,745.0,751.00,753.05,754.14,49789.0,37548064.6,3903.0,25695.0,51.61,2017,37493606.449999996,FY,368.0,2626.0,screener_html,1925.0,79.0,2017,137262000.0
2018-06-30,GRAVITA,2018,6,-0.0467260989855518,0.005347014360344682,10676447784.800001,,0.25263157894736843,-0.040000000000000036,EQ,153.95,154.0,158.0,154.0,155.3,155.05,155.7,102089.0,15895004.3,2450.0,62515.0,61.24,2017,15828899.450000001,FY,48.0,492.0,screener_html,190.0,79.0,2017,68858096.0
2018-06-30,EXIDEIND,2018,6,-0.005390835579514697,0.005347014360344682,219555000000.0,,0.12783201326211088,0.10679052351119744,EQ,248.6,249.9,259.0,247.7,258.05,258.3,253.42,1688686.0,427940401.65,27212.0,449988.0,26.65,2017,436187593.8,FY,694.0,19815.0,screener_html,5429.0,79.0,2017,850000000.0
2018-06-30,PERSISTENT,2018,6,0.029693547363746076,0.005347014360344682,64795009559.200005,,0.151857075693465,0.19436619718309855,EQ,782.8,786.65,815.0,786.55,809.9,811.45,804.97,63461.0,51084100.5,5755.0,23304.0,36.72,2017,51495428.45,FY,323.0,2644.0,screener_html,2127.0,79.0,2017,79850896.0
2018-06-30,BANKBARODA,2018,6,-0.17683595177201306,0.005347014360344682,298630629580.8,,-0.039427908774642445,-0.05830379063880342,EQ,113.0,114.0,115.15,112.15,112.75,112.65,113.87,14274242.0,1625376677.4,48594.0,4041089.0,28.31,2017,1607993361.3000002,FY,-1836.0,747796.0,screener_html,46566.0,79.0,2017,2650959872.0
2018-06-30,TVSMOTOR,2018,6,-0.05873840129394736,0.005347014360344682,262629189945.6,,0.248319641523525,0.12603938730853392,EQ,557.7,559.0,562.2,547.85,555.0,552.85,552.42,1242629.0,686448174.2,58081.0,541897.0,43.61,2017,686987442.65,FY,665.0,13190.0,screener_html,2678.0,79.0,2017,475046016.0
2018-06-30,ABFRL,2018,6,-0.06945380984490901,0.005347014360344682,106460380416.0,,,,EQ,137.9,138.1,139.0,135.1,137.5,138.0,136.57,316048.0,43163880.9,5000.0,174782.0,55.3,2017,43614624.0,,,,,,79.0,2017,771452032.0
2018-06-30,CGPOWER,2018,6,-0.09024390243902436,0.005347014360344682,35034658204.8,,-0.2480916030534351,-0.06896258503401365,EQ,55.65,54.95,57.25,54.6,55.9,55.95,55.62,10243783.0,569761132.85,25712.0,1670658.0,16.31,2017,573139658.85,FY,-715.0,10811.0,screener_html,2882.0,79.0,2017,626177984.0
2018-06-30,HAVELLS,2018,6,-0.0014701828539923634,0.005347014360344682,339526391987.2,,0.1772117962466488,-0.08375104427736002,EQ,522.9,524.4,545.7,523.1,543.35,543.35,537.61,1415809.0,761149671.1,35569.0,622699.0,43.98,2017,769279820.15,FY,661.0,6608.0,screener_html,3730.0,79.0,2017,624876032.0
2018-06-30,UCOBANK,2018,6,-0.023872679045092937,0.005347014360344682,72586529177.59999,,,,EQ,18.0,18.05,18.7,18.05,18.3,18.4,18.38,499971.0,9191455.4,1883.0,155232.0,31.05,2017,9199466.399999999,,,,,,79.0,2017,3944920064.0
2018-06-30,EMAMILTD,2018,6,-0.4941204588910134,0.005347014360344682,241412521283.19998,,0.1519364448857994,0.6062052505966586,EQ,501.55,504.00,535.00,504.00,531.00,529.15,527.59,454663.0,239873471.45,17468.0,219232.0,48.22,2017,240584926.45,FY,306.0,2798.0,screener_html,2014.0,79.0,2017,456227008.0
2018-06-30,HINDUNILVR,2018,6,0.01843060597598445,0.005347014360344682,3551267942208.0,,0.7178958934212334,0.02515592515592524,EQ,"1,602.75","1,605.45","1,645.00","1,605.45","1,636.20",1641.15,"1,629.60",1722592.0,2807128862.2,79706.0,759348.0,44.08,2017,2827031860.8,FY,5227.0,17862.0,screener_html,7281.0,79.0,2017,2163889920.0
2018-06-30,MINDACORP,2018,6,-0.06767337807606277,0.005347014360344682,37877907400.0,2.723945075859985e-08,0.19429347826086957,0.24542897327707447,EQ,163.1,163.9,177.5,159.6,165.85,166.7,168.05,645890.0,108539907.25,9272.0,176835.0,27.38,2017,107669863.0,FY,143.0,2051.0,screener_html,736.0,79.0,2017,227222000.0
2018-06-30,GRANULES,2018,6,0.027423469387755084,0.005347014360344682,20491758900.0,,0.10199386503067484,0.29925187032418954,EQ,78.0,78.9,81.1,78.3,80.9,80.55,79.8,2380367.0,189959129.7,7568.0,613389.0,25.77,2017,191738561.85,FY,133.0,2670.0,screener_html,1304.0,79.0,2017,254398000.0
2018-06-30,SCI,2018,6,-0.08074534161490687,0.005347014360344682,27597856000.0,,0.04229440221147201,-0.06995391123176964,EQ,56.55,56.8,59.75,56.7,58.8,59.2,58.78,522351.0,30702534.85,4351.0,189031.0,36.19,2017,30923179.200000003,FY,306.0,14506.0,screener_html,7235.0,79.0,2017,466180000.0
2018-06-30,JINDALSAW,2018,6,-0.22976248182258852,0.005347014360344682,25463885171.2,,-0.0020014556040756915,-0.10331895743483965,EQ,71.15,72.25,80.4,72.25,79.5,79.45,77.26,2738381.0,211558812.3,17226.0,859430.0,31.38,2017,217564370.45000002,FY,-11.0,13197.0,screener_html,5496.0,79.0,2017,320502016.0
2018-06-30,BRITANNIA,2018,6,0.04892006178310093,0.005347014360344682,746637986250.0,,0.2947739283617146,0.250984604368063,EQ,"6,129.55","6,150.00","6,257.95","6,112.30","6,240.00",6213.75,"6,180.03",157611.0,974039948.4,18923.0,90433.0,57.38,2017,979355351.25,FY,1004.0,5188.0,screener_html,3406.0,79.0,2017,120159000.0
2018-06-30,HINDCOPPER,2018,6,-0.11426543647977294,0.005347014360344682,57562564300.799995,,,,EQ,60.65,61.8,62.65,61.25,62.45,62.4,62.06,1041245.0,64622048.8,6197.0,328760.0,31.57,2017,64973688.0,,,,,,79.0,2017,922476992.0
2018-06-30,ESCORTS,2018,6,-0.06520456860957702,0.005347014360344682,104140383750.0,,0.1565884476534296,-0.16394366197183097,EQ,826.00,839.85,874.00,835.1,870.00,871.65,859.37,1249909.0,1074134821.95,29587.0,271505.0,21.72,2017,1089483179.85,FY,347.0,3973.0,screener_html,2216.0,79.0,2017,119475000.0
2018-06-30,ITC,2018,6,-0.020062580526412632,0.005347014360344682,3244046325555.1997,1.4573252568422232e-08,0.21887259569605788,0.12402071727019504,EQ,260.5,261.8,267.55,260.3,265.0,266.2,264.67,10907020.0,2886746264.4,133815.0,7733944.0,70.91,2017,2903448724.0,FY,11493.0,64241.0,screener_html,52510.0,79.0,2017,12186500096.0
2018-06-30,BAJAJFINSV,2018,6,-0.03660060407960608,0.005347014360344682,927417652000.0,,0.20387638529512278,0.17820873192183884,EQ,"5,848.00","5,870.00","5,932.70","5,808.00","5,830.00",5821.1,"5,862.52",153569.0,900301082.0,18165.0,56790.0,36.98,2017,893940505.9000001,FY,4176.0,161514.0,screener_html,20483.0,79.0,2017,159320000.0
2018-06-30,UNIONBANK,2018,6,-0.09647188533627338,0.005347014360344682,95764310188.8,,-0.20639949310945668,0.062046688184041354,EQ,79.8,80.15,82.95,80.15,82.2,81.95,81.73,7571496.0,618800165.9,25026.0,944041.0,12.47,2017,620484097.2,FY,-5212.0,491120.0,screener_html,25252.0,79.0,2017,1168569984.0
2018-06-30,CHAMBLFERT,2018,6,-0.08491124260355021,0.005347014360344682,64482398812.8,,0.19760479041916168,0.06349829798376527,EQ,157.5,158.8,158.8,153.0,156.65,154.65,155.73,139643.0,21747043.5,2468.0,53619.0,38.4,2017,21595789.95,FY,495.0,9462.0,screener_html,2505.0,79.0,2017,416956992.0
2018-06-30,BAJAJ-AUTO,2018,6,0.02181580191251853,0.005347014360344682,813208102582.4,,0.20656058751529988,0.0797945634473256,EQ,"2,716.00","2,720.15","2,828.00","2,720.15","2,808.90",2810.3,"2,791.54",425210.0,1186989011.75,32204.0,167470.0,39.39,2017,1194967663.0,FY,4219.0,25141.0,screener_html,20425.0,79.0,2017,289367008.0
2018-06-30,GRAPHITE,2018,6,-0.05442062018121452,0.005347014360344682,163664088220.80002,,0.37774524158125916,-0.03391136801541428,EQ,800.10,827.00,840.10,825.00,840.10,840.1,839.51,922176.0,774178328.95,8287.0,418308.0,45.36,2017,774720057.6,FY,1032.0,3731.0,screener_html,2732.0,79.0,2017,194815008.0
2018-06-30,RECLTD,2018,6,-0.11426153195090982,0.005347014360344682,206675378000.0,1.1718029390925035e-07,0.13658401865717443,0.12803615035757887,EQ,99.7,101.1,106.35,100.65,105.5,104.65,104.71,7010458.0,734045928.8,41860.0,3182395.0,45.39,2017,733644429.7,FY,4451.0,242370.0,screener_html,32588.0,79.0,2017,1974920000.0
2018-06-30,BALRAMCHIN,2018,6,-0.09937018894331717,0.005347014360344682,14699985299.999998,,0.14347557204700062,-0.05199795081967218,EQ,65.65,65.7,65.9,63.4,63.45,64.35,64.61,2837403.0,183324346.15,9231.0,836375.0,29.48,2017,182586883.04999998,FY,232.0,3700.0,screener_html,1617.0,79.0,2017,228438000.0
2018-06-30,ZENTEC,2018,6,-0.0657507360157017,0.005347014360344682,7359321760.0,,0.058333333333333334,-0.05649717514124297,EQ,90.7,91.6,95.2,91.6,95.2,95.2,94.23,54879.0,5171487.55,625.0,34977.0,63.73,2017,5224480.8,FY,7.0,146.0,screener_html,120.0,79.0,2017,77303800.0
2018-06-30,AXISBANK,2018,6,-0.06429749038285393,0.005347014360344682,1309205931827.2,,0.007226626380301213,0.16938509512181033,EQ,504.6,505.8,514.5,498.75,508.15,510.8,505.83,7747444.0,3918867362.95,72816.0,3781404.0,48.81,2017,3957394395.2000003,FY,464.0,703703.0,screener_html,64207.0,79.0,2017,2563049984.0
2018-06-30,TCS,2018,6,0.06128485683926366,0.005347014360344682,3537129436192.0,1.5247737046099895e-08,0.30401278075368854,0.2042199732671377,EQ,"1,842.70","1,844.90","1,867.40","1,842.30","1,844.95",1847.75,"1,851.25",3506276.0,6490978437.6,213525.0,2265670.0,64.62,2017,6478721479.0,FY,25880.0,105126.0,screener_html,85128.0,79.0,2017,1914290048.0
2018-06-30,CESC,2018,6,-0.105219268125184,0.005347014360344682,120898611850.0,,0.11579572446555819,0.30753768844221097,EQ,882.85,887.05,918.00,887.00,917.00,912.05,906.81,380295.0,344855533.65,12835.0,161028.0,42.34,2017,346848054.75,FY,975.0,32986.0,screener_html,8420.0,79.0,2017,132557000.0
2018-06-30,TATAPOWER,2018,6,-0.09901599015990159,0.005347014360344682,197994754688.0,,0.1592170254283798,-0.068205094101217,EQ,71.65,72.0,73.65,71.8,73.65,73.25,72.77,3668110.0,266921152.9,23340.0,1819216.0,49.6,2017,268689057.5,FY,2611.0,81892.0,screener_html,16399.0,79.0,2017,2703000064.0
2018-06-30,LT,2018,6,-0.06954173963806198,0.005347014360344682,1781365703999.9998,,0.14578438336702912,0.004268728074260375,EQ,"1,234.95","1,235.95","1,277.95","1,233.05","1,275.00",1275.1,"1,263.54",2324572.0,2937196707.65,71055.0,1261520.0,54.27,2017,2964061757.2,FY,8004.0,243240.0,screener_html,54903.0,79.0,2017,1397040000.0
2018-06-30,KOTAKBANK,2018,6,0.006256556271542202,0.005347014360344682,2557500571987.2,,0.12395024560291554,0.6219689621726479,EQ,"1,339.10","1,336.00","1,360.00","1,335.30","1,344.00",1342.95,"1,348.55",2305393.0,3108930407.45,77623.0,1224464.0,53.11,2017,3096027529.35,FY,6258.0,337720.0,screener_html,50488.0,79.0,2017,1904390016.0
2018-06-30,INDUSINDBK,2018,6,-0.011889846326932463,0.005347014360344682,1160786493427.2,,0.15123935746340644,,EQ,"1,967.60","1,970.00","1,979.00","1,929.55","1,937.55",1932.2,"1,942.41",1324639.0,2572996809.35,64852.0,742633.0,56.06,2017,2559467475.8,FY,3606.0,221628.0,screener_html,23843.0,79.0,2017,600758976.0
2018-06-30,BATAINDIA,2018,6,0.10250160359204608,0.005347014360344682,110357272800.0,,0.14993215739484397,0.05864386072083083,EQ,828.35,832.45,864.60,830.00,862.60,859.4,848.42,1575834.0,1336966661.3,40146.0,440950.0,27.98,2017,1354271739.6,FY,221.0,2141.0,screener_html,1474.0,79.0,2017,128412000.0
2018-06-30,CENTRALBK,2018,6,-0.05914343983684556,0.005347014360344682,181810548428.80002,,-0.28193300384404174,-0.01964727623846585,EQ,68.15,69.0,69.8,68.15,69.2,69.2,69.2,212442.0,14701264.5,2410.0,52801.0,24.85,2017,14700986.4,FY,-5134.0,327349.0,screener_html,18210.0,79.0,2017,2627320064.0
2018-06-30,FSL,2018,6,-0.029593943565037972,0.005347014360344682,48533328000.0,,0.13903061224489796,-0.13802159323023055,EQ,68.25,68.5,71.15,68.5,70.45,70.5,70.15,4447265.0,311956613.5,19921.0,1277584.0,28.73,2017,313532182.5,FY,327.0,3371.0,screener_html,2352.0,79.0,2017,688416000.0
