date,symbol,return
2014-03-31,OBEROIRLTY,0.13844936708860756
2014-03-31,KAJARIACER,0.13337660230407278
2014-03-31,HFCL,0.02499999999999991
2014-03-31,ASHOKLEY,0.5111821086261981
2014-03-31,BPCL,0.21706349206349218
2014-03-31,COLPAL,0.044878383007879386
2014-03-31,BRITANNIA,-0.05065285907248984
2014-03-31,HINDZINC,0.10501500214316328
2014-03-31,MRF,0.14156417409983368
2014-03-31,BBTC,0.04693333333333349
2014-03-31,NHPC,0.061111111111111116
2014-03-31,RPOWER,0.14135702746365109
2014-03-31,HBLENGINE,-0.13973799126637554
2014-03-31,SAREGAMA,0.025682182985553803
2014-03-31,J&KBANK,0.15335583052118484
2014-03-31,JINDALSAW,0.20319148936170217
2014-03-31,GMRAIRPORT,0.05048076923076916
2014-03-31,GPIL,0.15127840909090895
2014-03-31,BALKRISIND,0.2168260038240919
2014-03-31,GRAPHITE,0.11104179663131619
2014-03-31,NESTLEIND,0.03376503237742834
2014-03-31,TATAPOWER,0.08058375634517767
2014-03-31,HDFCBANK,0.11827956989247301
2014-03-31,3MINDIA,-0.03995264468545445
2014-03-31,SCHAEFFLER,0.0845931909982689
2014-03-31,GALLANTT,0.05027932960893877
2014-03-31,PFC,0.17375455650060756
2014-03-31,PAGEIND,0.10570525544584841
2014-03-31,BHARATFORG,0.10231281850254814
2014-03-31,IFCI,0.15434782608695663
2014-03-31,SOLARINDS,-0.016817017485243335
2014-03-31,TARIL,0.020168067226890685
2014-03-31,MANAPPURAM,-0.050772626931567255
2014-03-31,UNIONBANK,0.33527696793002915
2014-03-31,SUNTV,0.08405288720992976
2014-03-31,TRIDENT,0.006849315068493178
2014-03-31,HEG,0.02862985685071573
2014-03-31,ITI,-0.06997084548104948
2014-03-31,APLAPOLLO,0.2485641352903638
2014-03-31,GMDCLTD,0.24846190250828215
2014-03-31,CHAMBLFERT,0.04581151832460728
2014-03-31,GAIL,0.014295347269049241
2014-03-31,ADANIPORTS,0.12077727952167416
2014-03-31,TIMKEN,0.06931851418543444
2014-03-31,COALINDIA,0.18340163934426235
2014-03-31,BAJAJ-AUTO,0.0705166080098647
2014-03-31,DABUR,0.035745171519169894
2014-03-31,JSWSTEEL,0.1827729893258747
2014-03-31,UBL,0.026791277258567003
2014-03-31,SBIN,0.250741888146095
2014-03-31,CEMPRO,0.06810442678774109
2014-03-31,BAJFINANCE,0.13967546929685004
2014-03-31,,0.0
2014-04-30,SJVN,0.07838479809976251
2014-04-30,ASHOKLEY,-0.05919661733615211
2014-04-30,ADANIPOWER,-0.0092592592592593
2014-04-30,DCMSHRIRAM,0.017886178861788782
2014-04-30,NTPC,-0.02960800667222696
2014-04-30,EIDPARRY,0.1320402834763148
2014-04-30,SCI,0.028915662650602414
2014-04-30,IDEA,-0.020007275372862843
2014-04-30,SIEMENS,-0.10118469605748681
2014-04-30,INDIACEM,0.12654067378800327
2014-04-30,SUPREMEIND,-0.09206728376629836
2014-04-30,BHARTIARTL,0.03241542092840288
2014-04-30,JWL,0.2300469483568075
2014-04-30,ENGINERSIN,0.012851761577664655
2014-04-30,BEL,0.05457554771549278
2014-04-30,IOB,0.21632251720747298
2014-04-30,DEEPAKFERT,0.10291666666666655
2014-04-30,,0.0
2014-04-30,TRIDENT,0.22108843537414957
2014-04-30,POWERGRID,0.007619047619047636
2014-04-30,NCC,0.4169014084507041
2014-04-30,TATACONSUM,-0.003998667110963194
2014-04-30,USHAMART,0.05263157894736836
2014-04-30,ZEEL,-0.032246176524783454
2014-04-30,TIMKEN,0.111050328227571
2014-04-30,OIL,-0.014048135523189731
2014-04-30,BHARATFORG,-0.03319108582266472
2014-04-30,ARE&M,0.03739858012170383
2014-04-30,PIDILITIND,0.0372903435922487
2014-04-30,TARIL,0.17792421746293252
2014-04-30,NMDC,0.07863554757630142
2014-04-30,COFORGE,0.008073531238355525
2014-04-30,3MINDIA,0.06409547703080043
2014-04-30,SBIN,0.08390259164624281
2014-04-30,NAVA,0.03487634749524404
2014-04-30,GPIL,0.0573719925971623
2014-04-30,GODREJCP,-0.07080933263513123
2014-04-30,TATAPOWER,-0.08279506752789212
2014-04-30,GALLANTT,0.02393617021276584
2014-04-30,ACE,0.2961672473867598
2014-04-30,JPPOWER,0.04946996466431086
2014-04-30,IOC,-0.06461920823717371
2014-04-30,FORTIS,0.019959058341862956
2014-04-30,TRITURBINE,-0.024288688410825765
2014-04-30,EICHERMOT,0.04021638849282905
2014-04-30,BRITANNIA,0.02448423049561299
2014-04-30,RAMCOCEM,0.006038086391082054
2014-04-30,MARICO,-0.02462347597418124
2014-04-30,BERGEPAINT,0.058081357407004486
2014-04-30,BBTC,0.05807437595517051
2014-04-30,LT,0.01745420237440043
2014-04-30,HFCL,0.10365853658536595
2014-04-30,MFSL,0.027156933429463903
2014-04-30,ASAHIINDIA,-0.09075630252100841
2014-04-30,ADANIPORTS,0.00400106695118696
2014-04-30,HINDCOPPER,0.0793882010196647
2014-04-30,M&M,0.09534006322014887
2014-04-30,KOTAKBANK,0.027591063312208064
2014-04-30,IRB,0.11084220716360127
2014-04-30,NBCC,0.33640406607369755
2014-04-30,RPOWER,-0.03113941967445155
2014-04-30,SCHNEIDER,0.06836616454229438
2014-04-30,CARBORUNIV,-0.04740791268758515
2014-04-30,HCLTECH,0.008772560581002509
2014-04-30,ZYDUSWELL,0.06649874055415617
2014-04-30,TATACHEM,-0.009923398328690713
2014-04-30,SRF,0.07911568409343706
2014-04-30,BAYERCROP,-0.059489426683929314
2014-04-30,WOCKPHARMA,0.6766440900152939
2014-04-30,TECHM,0.02049739605090939
2014-04-30,OFSS,-0.028194788579572028
2014-04-30,UPL,0.4535104364326379
2014-04-30,TORNTPOWER,0.10957446808510629
2014-04-30,LINDEINDIA,0.015180568871844047
2014-04-30,NAUKRI,-0.05592317624273724
2014-04-30,KARURVYSYA,0.03743671729283249
2014-04-30,INDIANB,0.12581628210709628
2014-04-30,CHOLAFIN,0.0012140131807143462
2014-04-30,HAVELLS,-0.0026769461398437056
2014-04-30,JSWDULUX,-0.040141938345531036
2014-04-30,ESCORTS,0.09718004338394803
2014-04-30,MUTHOOTFIN,0.042732558139534804
2014-04-30,ASIANPAINT,-0.07810931654348041
2014-04-30,DEEPAKNTR,0.23255269320843075
2014-04-30,KPRMILL,0.11498973305954818
2014-04-30,JUBLFOOD,-0.11089704431182745
2014-04-30,CONCOR,-0.008964913184605128
2014-04-30,POONAWALLA,0.10541310541310533
2014-04-30,REDINGTON,0.11865482233502544
2014-04-30,WELCORP,0.18763636363636382
2014-04-30,TMPV,0.04038630377524144
2014-04-30,AUROPHARMA,0.12043010752688166
2014-04-30,JBMA,0.1195190947666196
2014-04-30,MARUTI,-0.024724229745150206
2014-04-30,NATIONALUM,-0.03899371069182378
2014-04-30,JUBLPHARMA,0.04875747090279958
2014-04-30,ITC,-0.034292192149638745
2014-04-30,MCX,0.08085407812183765
2014-04-30,IDBI,0.04441041347626351
2014-04-30,ZFCVINDIA,0.08436785565033555
2014-04-30,LTFOODS,0.12817679558011053
2014-04-30,JSWENERGY,-0.09535864978902953
2014-04-30,DRREDDY,0.05548188306876245
2014-04-30,COROMANDEL,-0.02096342551293484
2014-04-30,AMBUJACEM,-0.022007912957467846
2014-04-30,TATAINVEST,0.029661941112322898
2014-04-30,DLF,-0.20572400113346545
2014-04-30,PGEL,-0.0074573863636364646
2014-04-30,ZYDUSLIFE,-0.0456119810722474
2014-04-30,BLUEDART,-0.11201892066222319
2014-04-30,BAJAJHLDNG,0.024199843871975046
2014-04-30,JSWSTEEL,0.045364605955311
2014-04-30,APLAPOLLO,0.055967288525428094
2014-04-30,BAJFINANCE,0.044053601340033444
2014-04-30,GODREJPROP,0.02782324058919805
2014-04-30,PERSISTENT,-0.040116251369765155
2014-04-30,EMAMILTD,0.0925798300022973
2014-04-30,SUZLON,0.17567567567567588
2014-04-30,YESBANK,0.06474211861335921
2014-04-30,BALKRISIND,0.10224177666038137
2014-04-30,RADICO,-0.27497425334706493
2014-04-30,PFOCUS,0.031192660550458662
2014-04-30,FINCABLES,0.23170731707317072
2014-04-30,CHAMBLFERT,0.013767209011263937
2014-04-30,GAIL,-0.01582236404733406
2014-04-30,GMDCLTD,0.0007581501137223778
2014-04-30,FACT,-0.004842615012106477
2014-04-30,DABUR,-0.0022265516281658737
2014-04-30,UBL,-0.04162621359223295
2014-04-30,NESTLEIND,-0.05169276659209543
2014-04-30,HDFCBANK,-0.036725427350427386
2014-04-30,SOLARINDS,0.24388309922972362
2014-04-30,MANAPPURAM,0.03488372093023262
2014-04-30,UNIONBANK,0.10007278020378463
2014-04-30,HEG,0.14264413518886698
2014-04-30,PAGEIND,-0.10286537587351974
2014-04-30,SCHAEFFLER,0.128458182592041
2014-04-30,ITI,0.01567398119122254
2014-04-30,KPIL,0.2106918238993709
2014-04-30,CEMPRO,0.08855827134254346
2014-04-30,IGL,-0.04080949991637395
2014-04-30,UCOBANK,0.044551062371487316
2014-04-30,GABRIEL,0.10304054054054035
2014-04-30,IPCALAB,-0.010475232289755554
2014-04-30,ABB,-0.011008314790959095
2014-04-30,SHRIRAMFIN,-0.042605863192182514
2014-04-30,GLAXO,-0.041543603295507436
2014-04-30,GRAVITA,-0.03314121037463991
2014-04-30,SAIL,-0.05532212885154064
2014-04-30,TATASTEEL,0.017007234420611805
2014-04-30,ULTRACEMCO,-0.07306980040695932
2014-04-30,BLUESTARCO,0.04074534161490684
2014-04-30,THERMAX,-0.018644747393744998
2014-04-30,BAJAJ-AUTO,-0.08228546746016496
2014-04-30,PNB,0.05309853474929427
2014-04-30,SUNTV,-0.06409458618543873
2014-04-30,,0.0
2014-04-30,COALINDIA,0.01073593073593071
2014-04-30,CIPLA,0.0382706374085684
2014-04-30,IFCI,-0.039548022598870136
2014-04-30,SOBHA,-0.0065420560747663226
2014-04-30,CYIENT,-0.03652547575199516
2014-04-30,PCBL,0.07243816254416968
2014-04-30,J&KBANK,0.08910923276983085
2014-04-30,KEC,0.1154700222057734
2014-04-30,HBLENGINE,0.5380710659898478
2014-04-30,COLPAL,0.045318761384335104
2014-04-30,GRAPHITE,-0.05277933745087038
2014-04-30,UNOMINDA,0.0029108229690395504
2014-04-30,TITAN,-0.029881994670727052
2014-04-30,PFC,-0.0483954451345755
2014-04-30,ELGIEQUIP,-0.046701974000962876
2014-04-30,ELECON,0.10666666666666669
2014-04-30,HSCL,-0.02898550724637672
2014-04-30,OLECTRA,0.3673469387755104
2014-04-30,MRPL,0.2515723270440251
2014-04-30,BOSCHLTD,-0.03259168131762202
2014-04-30,INDUSTOWER,0.06022615535889875
2014-04-30,APARINDS,-0.03312629399585931
2014-04-30,CANBK,0.08057499527142031
2014-04-30,LICHSGFIN,0.1111581621850517
2014-04-30,GESHIP,-0.016590808985464833
2014-04-30,ANANTRAJ,-0.030728709394205467
2014-04-30,VTL,-0.056050955414012726
2014-04-30,AXISBANK,0.03882232112290307
2014-04-30,BAJAJFINSV,0.05596091618552124
2014-04-30,MAHABANK,-0.03409090909090917
2014-04-30,PRESTIGE,-0.0017610801291457756
2014-04-30,SUNPHARMA,0.10100043497172684
2014-04-30,HONAUT,0.02933027297319457
2014-04-30,JSL,0.0793871866295266
2014-04-30,ABBOTINDIA,0.03839908844893891
2014-04-30,VOLTAS,-0.02827843380981987
2014-04-30,JKTYRE,0.13307020016915705
2014-04-30,CGPOWER,0.026184538653366562
2014-04-30,CEATLTD,-0.12020373514431248
2014-04-30,ABFRL,0.4848668280871673
2014-04-30,JKCEMENT,-0.05395833333333333
2014-04-30,ONGC,0.020081581424537198
2014-04-30,BANKINDIA,0.024726477024070048
2014-04-30,CANFINHOME,0.2519664394336656
2014-04-30,LUPIN,0.06049402561217376
2014-04-30,ZENSARTECH,-0.036123700346574306
2014-04-30,PHOENIXLTD,-0.0012067578439258764
2014-04-30,PFIZER,0.0012174527746140473
2014-04-30,HINDALCO,-0.052557319223985766
2014-04-30,GVT&D,0.10379441879140727
2014-04-30,ICICIBANK,-0.001325247982008615
2014-04-30,SONATSOFTW,0.10933940774487483
2014-04-30,BHEL,-0.07957153787299165
2014-04-30,GODFRYPHLP,0.023243116761562987
2014-04-30,CHENNPETRO,0.16435354273192115
2014-04-30,NEULANDLAB,0.032227124496451376
2014-04-30,M&MFIN,-0.023611111111111027
2014-04-30,LTF,-0.12712440516655332
2014-04-30,CGCL,0.08293650793650786
2014-04-30,FEDERALBNK,-0.055352480417754535
2014-04-30,WHIRLPOOL,-0.01687581133708349
2014-04-30,HEROMOTOCO,-0.03272815192544409
2014-04-30,BANKBARODA,0.13347207769684366
2014-04-30,RHIM,-0.011155378486055856
2014-04-30,RECLTD,0.03569873748367436
2014-04-30,MMTC,0.04045155221072427
2014-04-30,FSL,0.2633663366336634
2014-04-30,INDUSINDBK,-0.04682674105808504
2014-04-30,BRIGADE,0.20278004905968916
2014-04-30,APOLLOTYRE,-0.003446115288220475
2014-04-30,GRASIM,-0.09418119492391064
2014-04-30,MPHASIS,0.021534653465346443
2014-04-30,TATACOMM,-0.07831325301204828
2014-04-30,WIPRO,-0.03838365243004427
2014-04-30,SUNDARMFIN,0.08801992904053746
2014-04-30,ACC,-0.0761316137329856
2014-04-30,AARTIIND,0.06837606837606836
2014-04-30,CASTROLIND,-0.04775687409551366
2014-04-30,RELIANCE,0.005425731936610223
2014-04-30,BATAINDIA,-0.06360129744893483
2014-04-30,PVRINOX,0.05342860189826171
2014-04-30,MOTHERSON,-0.007043631383291005
2014-04-30,AEGISLOG,-0.003241013553329286
2014-04-30,SWANCORP,-0.0047999999999999154
2014-04-30,GRANULES,0.3829120125416423
2014-04-30,ADANIENT,0.1354619565217392
2014-04-30,CENTRALBK,0.06720160481444326
2014-04-30,NLCINDIA,0.13818479149632035
2014-04-30,TTML,0.2094594594594592
2014-04-30,GODREJIND,-0.0426172370088721
2014-04-30,ECLERX,0.1433014466801752
2014-04-30,INDHOTEL,-0.01031636863823937
2014-04-30,NATCOPHARM,0.0043203305992112195
2014-04-30,HINDPETRO,0.03889606197546813
2014-04-30,ASTRAL,0.16307263169187847
2014-04-30,AIAENG,0.07998568488861046
2014-04-30,NAVINFLUOR,0.07639287765651925
2014-04-30,TITAGARH,0.5828596414516836
2014-04-30,GLENMARK,0.06962137296532189
2014-04-30,CCL,0.05604719764011801
2014-04-30,POLYMED,0.026106194690265427
2014-04-30,SARDAEN,0.2782764811490126
2014-04-30,JINDALSTEL,-0.12720123097965463
2014-04-30,AJANTPHARM,-0.002562814070351749
2014-04-30,GILLETTE,-0.03600111474246914
2014-04-30,BALRAMCHIN,0.017905102954342
2014-04-30,APOLLOHOSP,-0.024114790768727135
2014-04-30,BIOCON,0.10968426013195098
2014-04-30,EXIDEIND,-0.011555922410235286
2014-04-30,TRENT,-0.0413809871140286
2014-04-30,OBEROIRLTY,-0.04285383368079687
2014-04-30,KAJARIACER,0.28188976377952746
2014-04-30,BPCL,-0.011194435387458013
2014-04-30,HINDZINC,0.0
2014-04-30,MRF,-0.05783718662153636
2014-04-30,NHPC,-0.005235602094240899
2014-04-30,PIIND,-0.10202981857373816
2014-04-30,SAREGAMA,0.0477308294209704
2014-04-30,JINDALSAW,-0.011494252873563204
2014-04-30,WELSPUNLIV,0.2825223435948361
2014-04-30,VEDL,-0.01697162556351106
2014-04-30,SAMMAANCAP,0.25889286466007144
2014-04-30,ABREL,-0.07789705477566755
2014-04-30,JMFINANCIL,0.1140000000000001
2014-04-30,DIVISLAB,0.011238011567464623
2014-04-30,KIRLOSENG,-0.022413793103448376
2014-04-30,BEML,0.3263734383022421
2014-04-30,UNITDSPR,0.04572324312073883
2014-04-30,GMRAIRPORT,0.13729977116704806
2014-04-30,TCS,0.026275695567587798
2014-04-30,CUMMINSIND,-0.08168565683646112
2014-04-30,BSOFT,0.07398197078023006
2014-04-30,SHREECEM,0.005378287588499342
2014-04-30,CUB,0.08727948003714014
2014-04-30,ATUL,0.24853025936599416
2014-04-30,CIEINDIA,0.5036789297658864
2014-04-30,CRISIL,0.05557136468962143
2014-04-30,INFY,-0.0310710369197027
2014-04-30,HINDUNILVR,-0.06283543885723719
2014-04-30,PETRONET,0.05693430656934306
2014-04-30,IIFL,0.02303262955854124
2014-04-30,EIHOTEL,0.0342700479780671
2014-04-30,KEI,0.5657370517928284
2014-04-30,TORNTPHARM,0.10252742012398675
2014-04-30,CESC,-0.09246882793017464
2014-04-30,MOTILALOFS,0.12864864864864867
2014-04-30,TATAELXSI,0.009266905220662425
2014-04-30,TVSMOTOR,-0.01750772399588041
2014-05-31,COALINDIA,0.27085831762891877
2014-05-31,CHOLAFIN,0.08210635717997583
2014-05-31,GRASIM,0.21528640507635544
2014-05-31,CONCOR,0.16199636080062385
2014-05-31,COFORGE,-0.03548546081813708
2014-05-31,CESC,0.26939986810287997
2014-05-31,COLPAL,-0.033351920262075785
2014-05-31,CARBORUNIV,0.18045112781954886
2014-05-31,CUB,0.16396242527754068
2014-05-31,KEI,0.3002544529262088
2014-05-31,CIEINDIA,0.033362989323843406
2014-05-31,TATAELXSI,-0.0738181818181819
2014-05-31,CCL,0.13500931098696456
2014-05-31,JINDALSTEL,0.16650342801175322
2014-05-31,OBEROIRLTY,0.1606969990319458
2014-05-31,JINDALSAW,0.5983899821109122
2014-05-31,JKCEMENT,0.4695001101079055
2014-05-31,SUZLON,0.685823754789272
2014-05-31,RADICO,-0.0179924242424242
2014-05-31,CHAMBLFERT,0.14444444444444438
2014-05-31,CEMPRO,0.5977871786527822
2014-05-31,NESTLEIND,0.04030364032880396
2014-05-31,KPIL,0.5095238095238095
2014-05-31,KEC,0.5653616456536166
2014-05-31,REDINGTON,0.19285309132161088
2014-05-31,HBLENGINE,0.14851485148514842
2014-05-31,CIPLA,-0.03245691281922247
2014-05-31,GRAPHITE,-0.034380557202133843
2014-05-31,SUNTV,0.09906914893617014
2014-05-31,THERMAX,0.20517534899557366
2014-05-31,TATASTEEL,0.18582303756395868
2014-05-31,BSOFT,-0.07727930535455863
2014-05-31,GRAVITA,0.23546944858420282
2014-05-31,CEATLTD,0.08954071786954843
2014-05-31,CANBK,0.45195168913005435
2014-05-31,COROMANDEL,0.17585421412300684
2014-05-31,TATAINVEST,0.09584833721669139
2014-05-31,GODREJPROP,0.1062329390354868
2014-05-31,JBMA,0.21415034744156647
2014-05-31,CGPOWER,0.10935601458080191
2014-05-31,CRISIL,0.08360933528460301
2014-05-31,TCS,-0.021857299470126046
2014-05-31,KIRLOSENG,0.16074577979339888
2014-05-31,KPRMILL,0.1465930018416206
2014-05-31,NAUKRI,0.21360800068381902
2014-05-31,NBCC,0.43118611837413834
2014-05-31,TATAPOWER,0.32906530089628694
2014-05-31,TARIL,0.7230769230769232
2014-05-31,GPIL,0.7806301050175029
2014-05-31,GODREJCP,-0.023919849718221697
2014-05-31,RAMCOCEM,0.22391505078485707
2014-05-31,TATACONSUM,-0.0023419203747072626
2014-05-31,NAVA,0.3814338235294117
2014-05-31,KARURVYSYA,0.1507640940028252
2014-05-31,TECHM,0.04958655131948797
2014-05-31,HAVELLS,0.04187245007515572
2014-05-31,TATACHEM,0.06734657991911375
2014-05-31,KOTAKBANK,0.08229504111637165
2014-05-31,NCC,0.4403578528827039
2014-05-31,SUPREMEIND,0.11422933567200166
2014-05-31,NAVINFLUOR,0.10245464247598712
2014-05-31,RECLTD,0.3438419503993273
2014-05-31,CGCL,0.09930377427629167
2014-05-31,CHENNPETRO,0.13676286072772892
2014-05-31,GVT&D,0.11877046198617691
2014-05-31,GODFRYPHLP,-0.05709276621693726
2014-05-31,GMRAIRPORT,0.3420523138832998
2014-05-31,CANFINHOME,0.4494240837696335
2014-05-31,GODREJIND,-0.02333278173092823
2014-05-31,GRANULES,0.052997024231259626
2014-05-31,CASTROLIND,-0.0062478892266126795
2014-05-31,RELIANCE,0.1377431075016029
2014-05-31,TATACOMM,0.2287581699346406
2014-05-31,SWANCORP,-0.0112540192926045
2014-05-31,CENTRALBK,0.40883458646616533
2014-05-31,RHIM,0.06849315068493156
2014-05-31,GILLETTE,0.0418396846254927
2014-05-31,PFIZER,-0.03396877696712952
2014-05-31,APOLLOTYRE,0.10751336057843441
2014-05-31,AXISBANK,0.2102227788030584
2014-05-31,BHARATFORG,0.23013732221677285
2014-05-31,TITAN,0.21640180498332362
2014-05-31,BLUESTARCO,0.2857483886369063
2014-05-31,DIVISLAB,-0.07677828054298641
2014-05-31,BPCL,0.14728511760826546
2014-05-31,AIAENG,0.25151188799602364
2014-05-31,ELECON,0.7791164658634537
2014-05-31,WOCKPHARMA,-0.22537138389366684
2014-05-31,ADANIPORTS,0.20882040382571732
2014-05-31,MPHASIS,0.06833050642112903
2014-05-31,JMFINANCIL,0.18850987432675037
2014-05-31,HFCL,0.6187845303867403
2014-05-31,JUBLFOOD,0.22578087838909155
2014-05-31,ACC,0.03402938901778807
2014-05-31,NLCINDIA,0.3627873563218391
2014-05-31,ASTRAL,0.09316483719214097
2014-05-31,ESCORTS,-0.013048635824436605
2014-05-31,UNOMINDA,0.14511873350923477
2014-05-31,PNB,0.20474853203982635
2014-05-31,SIEMENS,0.24978392394122717
2014-05-31,SOLARINDS,0.33248338038430036
2014-05-31,GMDCLTD,0.14204545454545459
2014-05-31,IOC,0.36686278231163416
2014-05-31,BIOCON,-0.07145132179636904
2014-05-31,AARTIIND,0.23352380952380947
2014-05-31,KAJARIACER,0.2119723028813938
2014-05-31,3MINDIA,0.17114009031209632
2014-05-31,GESHIP,0.10017915795759924
2014-05-31,APARINDS,0.54389721627409
2014-05-31,OLECTRA,0.06965174129353224
2014-05-31,BAJFINANCE,0.08072624204502898
2014-05-31,HINDUNILVR,0.06317180616740092
2014-05-31,TRITURBINE,0.2937411095305833
2014-05-31,PGEL,0.0633273703041144
2014-05-31,SCHAEFFLER,0.10428797058060857
2014-05-31,LT,0.1942662854493471
2014-05-31,BBTC,0.1608088589311507
2014-05-31,RPOWER,0.38276113951789625
2014-05-31,ABBOTINDIA,-0.04762296655967968
2014-05-31,PAGEIND,0.1103229130882859
2014-05-31,DRREDDY,-0.0907192875487316
2014-05-31,VOLTAS,0.1941157659098176
2014-05-31,MCX,0.006834566051868052
2014-05-31,M&MFIN,0.23084738874212563
2014-05-31,WHIRLPOOL,0.30457746478873227
2014-05-31,LINDEINDIA,0.165905871241933
2014-05-31,PHOENIXLTD,0.1190092629883206
2014-05-31,INDIACEM,0.4566010211524434
2014-05-31,SCI,0.401639344262295
2014-05-31,MRPL,0.12060301507537696
2014-05-31,TVSMOTOR,0.36373165618448633
2014-05-31,TIMKEN,0.1014278680452978
2014-05-31,MANAPPURAM,-0.06516853932584266
2014-05-31,FINCABLES,0.0979097909790978
2014-05-31,IFCI,0.4235294117647057
2014-05-31,MAHABANK,0.22745098039215694
2014-05-31,HSCL,0.1990049751243781
2014-05-31,JKTYRE,0.0405573525752676
2014-05-31,HDFCBANK,0.09905725772910023
2014-05-31,SCHNEIDER,0.2955531453362257
2014-05-31,GALLANTT,0.1246753246753245
2014-05-31,INDUSINDBK,0.11623288387164221
2014-05-31,ZFCVINDIA,0.1647208179365689
2014-05-31,HONAUT,0.35208014780835883
2014-05-31,BOSCHLTD,0.1725149112442883
2014-05-31,GLENMARK,-0.08609709701430812
2014-05-31,AJANTPHARM,0.08272457050733029
2014-05-31,SARDAEN,0.5235252808988762
2014-05-31,USHAMART,0.04594594594594592
2014-05-31,ARE&M,-0.004643773677135421
2014-05-31,BHEL,0.34220005541701304
2014-05-31,MARICO,0.1958333333333333
2014-05-31,NMDC,0.13182423435419444
2014-05-31,MOTILALOFS,0.6048850574712643
2014-05-31,PIDILITIND,-0.0494505494505495
2014-05-31,EICHERMOT,0.07646845394073765
2014-05-31,IIFL,0.35834896810506556
2014-05-31,BAYERCROP,0.07613568176202756
2014-05-31,ASAHIINDIA,0.2264325323475045
2014-05-31,ADANIPOWER,0.2502596053997923
2014-05-31,DEEPAKNTR,0.6870606118183546
2014-05-31,NEULANDLAB,0.03419438766028615
2014-05-31,JPPOWER,0.5286195286195285
2014-05-31,EIDPARRY,0.30675453047775947
2014-05-31,HEROMOTOCO,0.06612584361578833
2014-05-31,J&KBANK,-0.10566848750783564
2014-05-31,CYIENT,-0.021025804396304415
2014-05-31,PCBL,0.1647446457990116
2014-05-31,TORNTPHARM,0.0576989619377164
2014-05-31,ZYDUSLIFE,-0.0452872623185443
2014-05-31,SJVN,0.08810572687224671
2014-05-31,POLYMED,-0.019081500646830563
2014-05-31,AEGISLOG,0.09932013006207496
2014-05-31,WIPRO,-0.030917966880444236
2014-05-31,ZYDUSWELL,0.03892300425129913
2014-05-31,SHREECEM,0.20163291794192717
2014-05-31,TORNTPOWER,0.5062320230105466
2014-05-31,BHARTIARTL,0.048925468678555184
2014-05-31,UBL,-0.04425731290363433
2014-05-31,IRB,0.7176470588235293
2014-05-31,ENGINERSIN,0.21898928024502307
2014-05-31,PFOCUS,0.2882562277580072
2014-05-31,EMAMILTD,-0.019133725820016823
2014-05-31,PETRONET,0.07285911602209927
2014-05-31,SHRIRAMFIN,0.2890582471420797
2014-05-31,IDEA,0.023385300668151476
2014-05-31,WELSPUNLIV,-0.029423151374371015
2014-05-31,SUNDARMFIN,0.23686949281898295
2014-05-31,FACT,0.5133819951338199
2014-05-31,ULTRACEMCO,0.17514737439261996
2014-05-31,SOBHA,0.20964924069345514
2014-05-31,NATCOPHARM,-0.05798004987531169
2014-05-31,NATIONALUM,0.28664921465968574
2014-05-31,FORTIS,0.059207225288509635
2014-05-31,BAJAJ-AUTO,0.016630494469576096
2014-05-31,BALKRISIND,0.06890325033263633
2014-05-31,BALRAMCHIN,0.2849604221635884
2014-05-31,HINDZINC,0.2176105508145849
2014-05-31,BAJAJFINSV,0.023853872498948547
2014-05-31,INFY,-0.0758928571428572
2014-05-31,JSWSTEEL,0.11850791745533451
2014-05-31,DCMSHRIRAM,0.3732694355697548
2014-05-31,HINDPETRO,0.2448345502563305
2014-05-31,IDBI,0.3724340175953078
2014-05-31,SAMMAANCAP,0.3069720782477847
2014-05-31,MRF,0.10739920744524101
2014-05-31,LICHSGFIN,0.2132240853658538
2014-05-31,GLAXO,-0.012792442119774594
2014-05-31,PRESTIGE,0.21758306380476333
2014-05-31,ICICIBANK,0.14046163744571327
2014-05-31,FSL,-0.00470219435736674
2014-05-31,GABRIEL,0.25574272588055136
2014-05-31,ZENSARTECH,0.010510302862674736
2014-05-31,JSL,0.25677419354838715
2014-05-31,ITI,0.6820987654320989
2014-05-31,JSWENERGY,0.37406716417910446
2014-05-31,INDUSTOWER,0.0734987247855321
2014-05-31,HEG,0.030665506742061588
2014-05-31,IGL,0.12362685265911066
2014-05-31,IPCALAB,-0.05669856459330136
2014-05-31,PIIND,0.18483696739347866
2014-05-31,VEDL,0.5130833558133261
2014-05-31,BANKINDIA,0.320734571855648
2014-05-31,BRITANNIA,0.019732654360280266
2014-05-31,OFSS,-0.0567424343420877
2014-05-31,MOTHERSON,0.1804926108374385
2014-05-31,TRENT,0.05762402353657303
2014-05-31,BERGEPAINT,0.017680921052631637
2014-05-31,JWL,0.3587786259541985
2014-05-31,TMPV,0.0007233273056057588
2014-05-31,FEDERALBNK,0.2857932559425096
2014-05-31,PFC,0.5879793309763395
2014-05-31,IOB,0.24979789814066278
2014-05-31,ELGIEQUIP,0.15808080808080804
2014-05-31,POONAWALLA,0.18621134020618557
2014-05-31,DLF,0.4991080984659293
2014-05-31,APLAPOLLO,0.23862536302032922
2014-05-31,SBIN,0.22305878956990277
2014-05-31,DEEPAKFERT,0.1605591235360786
2014-05-31,ZEEL,0.015803503427265664
2014-05-31,INDIANB,0.32095901005413774
2014-05-31,HINDCOPPER,0.3508771929824561
2014-05-31,,0.0
