DATE,Rf_monthly
2011-11-30,0.007315303211566038
2011-12-31,0.007290278927052363
2012-01-31,0.0073421502746688905
2012-02-29,0.007109724428154829
2012-03-31,0.007691563375019861
2012-04-30,0.007069917280484672
2012-05-31,0.007172184922524583
2012-06-30,0.00683282671018981
2012-07-31,0.006993525648803622
2012-08-31,0.007018549354481429
2012-09-30,0.006706693038501577
2012-10-31,0.006895347726272316
2012-11-30,0.006736064815508369
2012-12-31,0.006966741159935896
2013-01-31,0.006841827239113529
2013-02-28,0.006137431200448518
2013-03-31,0.006904282324949218
2013-04-30,0.0063962119306253395
2013-05-31,0.006291606531115379
2013-06-30,0.006129290815346522
2013-07-31,0.007386607988295157
2013-08-31,0.009671125710825734
2013-09-30,0.008680757000069761
2013-10-31,0.007691790118614872
2013-11-30,0.007262191937553952
2013-12-31,0.007404806474552661
2014-01-31,0.00746210705307937
2014-02-28,0.00699324737248741
2014-03-31,0.00778127212983537
2014-04-30,0.007330643906746648
2014-05-31,0.007471756546397534
2014-06-30,0.007052518516218909
2014-07-31,0.007306375917514707
2014-08-31,0.007361836318047654
2014-09-30,0.007078523673194503
2014-10-31,0.007218675140288733
2014-11-30,0.006836268475288065
2014-12-31,0.007064989953250667
2015-01-31,0.007075704677665939
2015-02-28,0.00640326431293281
2015-03-31,0.007056032596712614
2015-04-30,0.0064852835533855124
2015-05-31,0.006754464806385085
2015-06-30,0.006335842740144093
2015-07-31,0.006398286001330522
2015-08-31,0.0062986987868500766
2015-09-30,0.006129290815346522
2015-10-31,0.006028799937490836
2015-11-30,0.005880126994175949
2015-12-31,0.006129971757265151
2016-01-31,0.004936541018962348
2016-02-29,0.004390324359022424
2016-03-31,0.006183199305693998
2016-04-30,0.0056965246617290966
2016-05-31,0.005713430029622213
2016-06-30,0.005605590938085658
2016-07-31,0.005624843015262337
2016-08-31,0.005589456435008744
2016-09-30,0.005388092132304401
2016-10-31,0.00542146347381145
2016-11-30,0.005049736327987997
2016-12-31,0.005207846401442229
2017-01-31,0.005315473251098934
2017-02-28,0.004736107415968416
2017-03-31,0.005045573571926143
2017-04-30,0.004972845126497427
2017-05-31,0.005456169831512758
2017-06-30,0.005176012111444583
2017-07-31,0.005280195376312635
2017-08-31,0.005227248799984485
2017-09-30,0.005025735091126249
2017-10-31,0.005183118044843171
2017-11-30,0.005032557134438065
2017-12-31,0.00525018558282242
2018-01-31,0.005394954232496474
2018-02-28,0.004904213862016782
2018-03-31,0.005306680347471948
2018-04-30,0.005049633086796845
2018-05-31,0.005368467010768985
2018-06-30,0.005347014360344682
2018-07-31,0.005580575822177858
2018-08-31,0.005759346924226749
2018-09-30,0.005785714122443997
2018-10-31,0.005952537801581448
2018-11-30,0.005662178241596427
2018-12-31,0.00567790379563915
2019-01-31,0.005651323964104948
2019-02-28,0.0049833151591318625
2019-03-31,0.005412626984880431
2019-04-30,0.005194841633544556
2019-05-31,0.005426782478744618
2019-06-30,0.0049472228717533095
2019-07-31,0.0049627697440510765
2019-08-31,0.004672370600316
2019-09-30,0.004402264681341306
2019-10-31,0.004408872971528366
2019-11-30,0.004139184502976567
2019-12-31,0.00423855512076865
2020-01-31,0.00431884921281811
2020-02-29,0.004050020868923143
2020-03-31,0.004241689160256579
2020-04-30,0.0034034767166024604
2020-05-31,0.002911503200988319
2020-06-30,0.0027249729935820977
2020-07-31,0.0027362024599770773
2020-08-31,0.0027503810959694786
2020-09-30,0.0026954094459643585
2020-10-31,0.0027668762457677687
2020-11-30,0.0025144824127492083
2020-12-31,0.0026347861626381253
2021-01-31,0.00273291542852494
2021-02-28,0.0025073961449213478
2021-03-31,0.0027821453510483707
2021-04-30,0.0027446316740267207
2021-05-31,0.002866627679540601
2021-06-30,0.00282984282514831
2021-07-31,0.0029137346782797113
2021-08-31,0.0028479549590778586
2021-09-30,0.002720584762178513
2021-10-31,0.0029480591518946664
2021-11-30,0.0029301692909859955
2021-12-31,0.003046337343627581
2022-01-31,0.0030876386002500755
2022-02-28,0.002908572447849256
2022-03-31,0.0032151900972556824
2022-04-30,0.003231474864135775
2022-05-31,0.003995749137242877
2022-06-30,0.004137773401255318
2022-07-31,0.00452144137505095
2022-08-31,0.0047485900075465715
2022-09-30,0.0047840191834420676
2022-10-31,0.005353569579236606
2022-11-30,0.005321626596937357
2022-12-31,0.00544083571108267
2023-01-31,0.005459115442917328
2023-02-28,0.0051473370023740195
2023-03-31,0.005855717936488425
2023-04-30,0.005614102595753678
2023-05-31,0.005845617927467739
2023-06-30,0.005574267811220057
2023-07-31,0.005726112164511354
2023-08-31,0.005792044679255204
2023-09-30,0.005635501871861903
2023-10-31,0.005871412648413621
2023-11-30,0.005715607414496393
2023-12-31,0.005922534210341501
2024-01-31,0.0059314177456792905
2024-02-29,0.0056022639790953566
2024-03-31,0.005898258628845854
2024-04-30,0.005674863806093056
2024-05-31,0.005908833214283371
2024-06-30,0.005628399031857301
2024-07-31,0.005747035890330654
2024-08-31,0.005654338445759688
2024-09-30,0.0054704260590361375
2024-10-31,0.005500120074770853
2024-11-30,0.005330805114786452
2024-12-31,0.005513546721852336
2025-01-31,0.005614749519382789
2025-02-28,0.004962747602001105
2025-03-31,0.005536280629584223
2025-04-30,0.004978770749941797
2025-05-31,0.004930004208656191
2025-06-30,0.004471808242645592
2025-07-31,0.004581436782633563
2025-08-31,0.004654573937805884
2025-09-30,0.004527756011047046
2025-10-31,0.004641793972392172
2025-11-30,0.004453173413495826
2025-12-31,0.004501399603990208
2026-01-31,0.00460594180507079
2026-02-28,0.004089136298425
2026-03-31,0.004528248585156325
2026-04-30,0.0043158266657661315
2026-05-31,0.00014767123287673378
