date,symbol,market_cap,bm,profitability,asset_growth
2020-03-31,BALKRISIND,153039396716.8,2.2825999800141715e-08,0.1663085517834121,0.015373985144239155
2020-03-31,FORTIS,95088083481.6,3.830153362566188e-08,-0.033934252386002124,-0.11566541510221107
2020-03-31,COROMANDEL,160146381830.40002,2.1994343690572984e-08,0.2144133412745682,0.13915558126084449
2020-03-31,DEEPAKNTR,52510808700.0,,0.16246498599439776,0.4488541084404696
2020-03-31,MARICO,354743415590.4,5.275855501587686e-09,0.3801680672268908,0.12393044438310796
2020-03-31,JSWENERGY,70128774732.8,9.862779827954702e-08,0.057858230417864996,-0.058755151643242076
2020-03-31,GABRIEL,7678184800.0,,,
2020-03-31,JUBLFOOD,194185785050.0,5.858670894658023e-09,0.2523809523809524,0.1595662277304415
2020-03-31,ONGC,860586819072.0,1.0605569998960962e-07,0.15644389537831782,0.03308475338844841
2020-03-31,LUPIN,266872042665.59998,3.559804701683494e-08,0.04475331101731917,-0.007324889363650278
2020-03-31,BANKBARODA,256630353638.4,1.4810143977702145e-07,0.021201541930322206,0.039737714400124524
2020-03-31,JKTYRE,10034046400.0,8.365435935327463e-08,0.07486865148861646,0.013468013468013407
2020-03-31,TCS,6852220942694.399,1.1984048111491933e-08,0.35286094403327145,0.027293248512210155
2020-03-31,CGPOWER,3171526371.2,1.025274059208233e-07,-0.2380281690140845,0.06397008168487361
2020-03-31,GESHIP,30245602800.0,1.4427923763667192e-07,-0.0030837004405286344,-0.0479158550837554
2020-03-31,DEEPAKFERT,6718973925.6,1.558884471188688e-07,0.03479504289799809,0.384904912836767
2020-03-31,YESBANK,281192978534.39996,6.127107448901174e-08,0.06356231636106668,0.45285036733934714
2020-03-31,IDEA,89362458214.40001,8.267200555015325e-08,-0.2448897459545569,0.019065254272354837
2020-03-31,CHENNPETRO,9048349800.0,9.062167029184545e-08,-0.05929997107318484,0.23367461068570927
2020-03-31,ANANTRAJ,5736673958.400001,3.9033295820847557e-07,0.01599360255897641,0.11670651524208009
2020-03-31,CASTROLIND,98162025436.8,7.786795402708904e-09,0.6049743964886612,0.06575619625695506
2020-03-31,AMBUJACEM,308957069491.19995,5.009353277698954e-08,0.11558268959215881,0.053000647723112415
2020-03-31,HAVELLS,301372832400.0,8.624566207044245e-09,0.18770843258694617,0.2786377708978329
2020-03-31,IDBI,199295666176.0,7.917847818156525e-08,-0.3903927397903302,-0.03194312639314956
2020-03-31,M&M,354246995059.2,4.2115687112387734e-08,0.150488957807068,0.19795317784512667
2020-03-31,ZEEL,119051868841.6,1.6524843429798282e-08,0.1755939040788884,0.08500682394228898
2020-03-31,SUZLON,10428151219.199999,,0.1808660861379148,-0.08544407894736838
2020-04-30,BRITANNIA,760865877576.0,4.549299476988223e-09,0.2715730072889725,0.26259430518374294
2020-04-30,M&MFIN,102518100422.4,3.3860507330209494e-08,0.16567574762623125,0.10347030419179681
2020-04-30,ESCORTS,87433882800.0,2.626203469887452e-08,0.1787584143605086,0.2419506095654893
2020-04-30,AARTIIND,192371004800.00003,1.3428298765110821e-08,0.19163498098859316,0.25492997999428413
2020-04-30,IOC,792672304332.8,8.78395673431876e-08,0.15358898896584836,0.0808895253891766
2020-04-30,YESBANK,350158959820.8,6.127107448901174e-08,0.06356231636106668,0.45285036733934714
2020-04-30,IOB,126564901478.40001,,,
2020-04-30,BHEL,78172247718.4,1.2048245056294236e-07,0.03242298731555786,0.036338292975461206
2020-04-30,AMBUJACEM,340836830739.2,5.009353277698954e-08,0.11558268959215881,0.053000647723112415
2020-04-30,KEC,50158471289.600006,2.5815411108056236e-08,0.20369609856262832,0.20619621342512917
2020-04-30,DEEPAKFERT,9308210457.6,1.558884471188688e-07,0.03479504289799809,0.384904912836767
2020-04-30,MRPL,57049696000.00001,7.744544887755336e-08,0.03529056907299417,-0.027124113367225755
2020-04-30,CHOLAFIN,130681709548.79999,2.5989543946607993e-08,0.19281572164948454,0.4434603568860709
2020-04-30,HINDCOPPER,24149183600.0,,0.0885766646304215,
2020-04-30,FACT,26627600870.4,,-0.11073369565217392,0.15514018691588793
2020-04-30,AUROPHARMA,366709928156.8,2.7200461371705487e-08,0.170182132315888,0.2927160493827161
2020-04-30,CGPOWER,4988863372.8,1.025274059208233e-07,-0.2380281690140845,0.06397008168487361
2020-04-30,GMDCLTD,12545100000.0,1.5325178310139914e-07,0.05094951366373321,0.05350517477055261
2020-04-30,CANBK,127762652812.8,1.8288326425146393e-07,0.018466926689484995,0.05917213360865148
2020-04-30,NATIONALUM,59326714982.4,8.30342517178905e-08,0.165379113018598,0.007723605268602274
2020-04-30,EIHOTEL,43269677763.2,2.596992239215262e-08,0.04978282659538924,0.10434782608695659
2020-04-30,PNB,303963337113.6,1.4339989311448331e-07,-0.20722577845285886,0.060297745431338035
2020-04-30,AJANTPHARM,129680568160.0,1.956522072604846e-08,0.17230632235084595,0.33077345035655514
2020-04-30,ASIANPAINT,1687418116230.4001,6.385595016712165e-09,0.233132720937599,0.10947198710197492
2020-04-30,HFCL,13948108652.8,4.470802587559474e-08,0.16099930603747398,0.13758241758241763
2020-04-30,ACC,221518705532.8,3.718905716706618e-08,0.11936936936936937,0.08150343526875936
2020-04-30,NAUKRI,312121761600.0,1.1641051207564851e-08,0.2327959103421156,0.2644909887968827
2020-04-30,BSOFT,20130350265.6,,0.17036172695449242,0.08109177215189867
2020-04-30,REDINGTON,28791253656.0,9.953394171655477e-08,0.12391193036354327,0.07024630541871923
2020-04-30,TATACONSUM,324017683200.0,,0.06232951445717403,0.09527798136320809
2020-04-30,GODREJCP,555221007308.8,7.552296781195184e-09,0.3222787945507087,0.07140649149922718
2020-04-30,HINDPETRO,335697553049.60004,6.616094553101992e-08,0.2200986842105263,0.11642121774203584
2020-04-30,MPHASIS,136111820000.0,2.7982664515757023e-08,0.20438095238095239,-0.04396657992055886
2020-04-30,HINDALCO,290342083584.0,1.0887812890636909e-07,0.09556355541642754,0.005953032625355847
2020-04-30,SCHNEIDER,20000588000.0,,0.39344262295081966,0.007849293563579218
2020-04-30,INDIANB,58557210508.799995,1.5989242106202735e-07,0.019325386761349227,0.157770689268536
2020-04-30,SONATSOFTW,22313977200.0,2.050724059789969e-08,0.32421875,0.028380634390651194
2020-04-30,GODREJIND,89029007267.2,1.8158208924449025e-08,0.19875776397515527,0.11753718898005472
2020-04-30,JKTYRE,12668585361.6,8.365435935327463e-08,0.07486865148861646,0.013468013468013407
2020-04-30,NHPC,209431029350.4,1.1240507730857418e-07,0.09208390155204883,0.045624470400584816
2020-04-30,GLENMARK,95104724400.0,2.6401572663598734e-08,0.16503122212310437,0.0706392383543013
2020-04-30,SRF,213755609375.0,3.0983257793712335e-08,0.15548558973116977,0.2002009184845006
2020-04-30,PETRONET,364035866112.0,2.9179864673953454e-08,0.21806275046427523,0.13159407790714384
2020-04-30,MAHABANK,55620251264.00001,2.5915392434665907e-07,-0.8096209416964134,-0.01858090094159126
2020-04-30,INDUSINDBK,324687297609.6,2.477189827923599e-08,0.12368854916067146,0.2405709487825356
2020-04-30,LT,1260061512582.4,2.7243459597959748e-08,0.1637995991983968,0.14968497572918782
2020-04-30,ADANIENT,155401432524.80002,8.510992200035751e-08,0.034291135809162376,0.18470521518136573
2020-04-30,NTPC,940998820249.6,8.426693839113583e-08,0.12602710202322262,0.13632688524985825
2020-04-30,SOBHA,19058104102.399998,6.420969790803878e-08,0.13324360699865412,0.014843135050039313
2020-04-30,ULTRACEMCO,1019373437174.4,2.4069882160588333e-08,0.07110900417765399,0.3537634153853444
2020-04-30,DEEPAKNTR,69041896900.0,,0.16246498599439776,0.4488541084404696
2020-04-30,TATACOMM,122555196400.0,3.3394567861576504e-09,0.43956043956043955,-0.07017543859649122
2020-04-30,GABRIEL,11887425000.0,,,
2020-04-30,INDHOTEL,95021876556.8,2.383458149744952e-08,0.06807727690892364,0.08314920339574372
2020-04-30,PFC,251996233420.80002,1.4055127971692994e-07,0.26824558052672903,1.0133198734669815
2020-04-30,JPPOWER,5504285568.0,6.297886855047526e-07,-0.04974922055035923,-0.01939951369066495
2020-04-30,WELCORP,16995614828.800001,7.724791333059121e-08,-0.007862759113652609,-0.06717594276706684
2020-04-30,DLF,363242295398.39996,1.1145874963947032e-07,0.03913509649749821,-0.052678487663007756
2020-04-30,ANANTRAJ,4987077515.200001,3.9033295820847557e-07,0.01599360255897641,0.11670651524208009
2020-04-30,TATAELXSI,49762248700.0,,,
2020-04-30,UPL,320937098889.60004,2.3762938940027218e-08,0.10703363914373089,0.1357114585394814
2020-04-30,NBCC,35825130316.8,1.9892511770492805e-08,0.259946949602122,0.5210761219935531
2020-04-30,INDIACEM,32167307769.6,1.7705853807447954e-07,0.004956157072054899,-0.00036529680365293693
2020-04-30,BRIGADE,24454191600.0,7.6720061755691e-08,0.13001383125864455,0.22992125984251977
2020-04-30,TRITURBINE,24379787174.399998,1.2412900980641148e-08,0.23094688221709006,0.1687306501547987
2020-04-30,ZEEL,153056312400.0,1.6524843429798282e-08,0.1755939040788884,0.08500682394228898
2020-04-30,RPOWER,7331572147.2,2.6422545147722275e-07,-0.16987972607469642,-0.03102937738642564
2020-04-30,GODREJPROP,170771462400.0,8.083995011776891e-09,0.10247063588497367,0.15178944436707975
2020-04-30,AXISBANK,1254680300236.8,4.029065048926859e-08,0.07443733223208755,0.15085320101657995
2020-04-30,JSWSTEEL,434112783219.2,3.7970148144951024e-08,0.21623796522488864,0.04505425828077958
2020-04-30,RELIANCE,9293457850368.0,4.41745295500312e-08,0.10290820227737708,0.14780801412559663
2020-04-30,M&M,455815619366.39996,4.2115687112387734e-08,0.150488957807068,0.19795317784512667
2020-04-30,TORNTPHARM,396895642963.2,1.5417151771512423e-08,0.09227513227513227,0.483491302989272
2020-04-30,DIVISLAB,619312611436.8,1.5053445410020673e-08,0.19448037947391117,0.10235580828594637
2020-04-30,BAJAJ-AUTO,759340418000.0,2.59489744231614e-08,0.2121120819523953,0.16189111747851004
2020-04-30,JSWENERGY,73249258854.40001,9.862779827954702e-08,0.057858230417864996,-0.058755151643242076
2020-04-30,LICHSGFIN,142945797016.0,5.802647259008386e-08,0.14904169983467025,0.1339827943601528
2020-04-30,BIOCON,424559502489.6,1.3936207790371136e-08,0.16448015742866515,0.06344475196934218
2020-04-30,TRIDENT,24765845068.8,8.04394729755793e-08,0.12512613521695257,-0.0033958602846054786
2020-04-30,ACE,5328026850.0,3.577978654116541e-08,0.12814645308924486,0.20679468242245203
2020-04-30,KARURVYSYA,23380139952.0,8.807011443979591e-08,0.03285069282266854,0.08304750194149624
2020-04-30,JMFINANCIL,55352606579.2,5.788603827847273e-08,0.16309431021044427,0.3421577515865821
2020-04-30,BALKRISIND,180712724121.6,2.2825999800141715e-08,0.1663085517834121,0.015373985144239155
2020-04-30,FORTIS,96452561984.0,3.830153362566188e-08,-0.033934252386002124,-0.11566541510221107
2020-04-30,KOTAKBANK,2596377888000.0,2.1010900781085745e-08,0.12467766220729998,0.22279027329210543
2020-04-30,COROMANDEL,173874583504.0,2.1994343690572984e-08,0.2144133412745682,0.13915558126084449
2020-04-30,CASTROLIND,128239059199.99998,7.786795402708904e-09,0.6049743964886612,0.06575619625695506
2020-04-30,MARICO,370224269184.0,5.275855501587686e-09,0.3801680672268908,0.12393044438310796
2020-04-30,HAVELLS,352628166016.0,8.624566207044245e-09,0.18770843258694617,0.2786377708978329
2020-04-30,SUZLON,13883610624.0,,0.1808660861379148,-0.08544407894736838
2020-04-30,PHOENIXLTD,83184529664.0,3.283836566779359e-08,0.14306275187104203,0.21247146118721472
2020-04-30,IDBI,223189384704.0,7.917847818156525e-08,-0.3903927397903302,-0.03194312639314956
2020-04-30,IDEA,120975955968.0,8.267200555015325e-08,-0.2448897459545569,0.019065254272354837
2020-04-30,LUPIN,378358316617.6,3.559804701683494e-08,0.04475331101731917,-0.007324889363650278
2020-04-30,CHENNPETRO,9291998449.6,9.062167029184545e-08,-0.05929997107318484,0.23367461068570927
2020-04-30,RAMCOCEM,130203403478.40001,2.728435724025903e-08,0.11262949085298656,0.013859425823787408
2020-04-30,HINDUNILVR,5157898519040.0,1.8504662691207157e-09,0.7703063429515699,0.13727237998217245
2020-04-30,INTELLECT,9607377150.0,2.7173119954003295e-08,0.1284313725490196,0.1494932432432432
2020-04-30,BAJFINANCE,1392559148755.2,1.0429757482046015e-08,0.202822764888054,0.330561265318291
2020-04-30,COALINDIA,915165402624.0,1.3502101800232241e-08,0.6601398601398601,0.0580502078642684
2020-04-30,CENTRALBK,89701421004.8,1.6715241264749782e-07,-0.28928645081460097,-0.021948341026905127
2020-04-30,BERGEPAINT,493052404531.19995,6.845765270442525e-09,0.20212765957446807,0.1462209302325581
2020-04-30,WOCKPHARMA,28293622500.0,4.9243350112475386e-08,-0.08115183246073299,-0.09507904698285463
2020-04-30,TVSMOTOR,155836885353.6,9.86584810548686e-09,0.22863450015767897,1.1524151436031334
2020-04-30,TCS,7558981697612.8,1.1984048111491933e-08,0.35286094403327145,0.027293248512210155
2020-04-30,GESHIP,34514965100.0,1.4427923763667192e-07,-0.0030837004405286344,-0.0479158550837554
2020-04-30,MARUTI,1618786304000.0,1.8871679074022992e-08,0.1624692092075087,0.15950731331793677
2020-04-30,INFY,3034256682240.0,2.266128491892287e-08,0.23726673646609595,-0.04568961370087077
2020-04-30,BANKBARODA,227332049510.40002,1.4810143977702145e-07,0.021201541930322206,0.039737714400124524
2020-04-30,JUBLFOOD,212272136500.0,5.858670894658023e-09,0.2523809523809524,0.1595662277304415
2020-04-30,ABB,190617617400.0,9.176530762150021e-09,0.05420991926182238,
2020-04-30,JSL,15152685849.6,1.504021538772811e-07,0.05596294866846777,-0.0068750572921441044
2020-04-30,FINCABLES,39014740940.799995,3.4967301323979195e-08,0.14870295944464743,0.14098360655737707
2020-04-30,ONGC,1005165952102.4,1.0605569998960962e-07,0.15644389537831782,0.03308475338844841
2020-04-30,UBL,248052276908.80002,7.398836085194133e-09,0.17687715991203268,0.0544764456351865
2020-04-30,MUTHOOTFIN,345764969996.8,3.801145800484506e-08,0.2117398308497785,0.04623415361670391
2020-04-30,PRESTIGE,69648711641.59999,5.74494078618291e-08,0.10456588597113792,0.12311348781937026
2020-04-30,EICHERMOT,401594691570.0,1.113912109104389e-08,0.24702848172235928,0.3585390212583821
2020-04-30,PIDILITIND,775905348000.0,6.35052856511815e-09,0.22372227579556414,0.08993710691823908
2020-04-30,MINDACORP,15621512500.0,2.1930419581905255e-08,0.14201680672268907,0.3249354005167959
2020-04-30,HDFCBANK,5491737189683.2,1.8994748469123753e-08,0.1460633943503413,0.23627883417157514
2020-04-30,INOXWIND,5890982500.0,1.1758284591605909e-07,-0.020356234096692113,-0.2050436469447139
2020-04-30,ICICIBANK,2668010601241.5996,4.789919783359839e-08,0.04979300324717951,0.14056253011742625
2020-04-30,TITAN,861196793779.2,6.159617602128659e-09,0.228830313014827,0.1323739295908659
2020-04-30,CEATLTD,32523902905.0,4.948807093506299e-08,0.09074475777295733,0.04657311368720762
2020-04-30,J&KBANK,10687276121.6,2.9293528108570624e-07,0.07006946541830263,0.09354728576305904
2020-04-30,ENGINERSIN,42559240761.6,2.9637086094861566e-08,0.15692963752665245,0.02684258416742491
2020-04-30,SIEMENS,405564081000.0,2.225995079882994e-08,0.12144988396507901,0.09118587304003656
2020-04-30,ADANIPORTS,590640703641.6001,2.603413799823836e-08,0.16596914492040046,0.08909589799165296
2020-04-30,CHAMBLFERT,53816835072.0,4.0807993182338094e-08,0.20291363163371487,0.17438252451284608
2020-04-30,SYNGENE,127827956646.40001,1.5454199352255408e-08,0.16869918699186992,
2020-04-30,MFSL,126565999200.0,1.52029591707992e-08,0.2020398251578436,0.19476240398810418
2020-04-30,ADANIPOWER,122072152012.79999,4.523917602067404e-09,-0.1275933609958506,-0.027729999580484166
2020-04-30,IRB,24408818112.0,9.866439938127057e-08,0.13460015835312747,-0.1340451534058018
2020-04-30,BALRAMCHIN,21790790400.0,6.929278167194354e-08,0.2719546742209632,-0.08120188726098831
2020-04-30,PIIND,219529571400.0,1.62072480500814e-08,0.17935258092738407,0.14124293785310726
2020-04-30,NMDC,246795528844.8,7.972586161437075e-08,0.17727691598832745,0.11274433757368918
2020-04-30,TATAPOWER,85741210521.59999,7.889387593946023e-08,0.14236547391423107,-0.011312463026234787
2020-04-30,RADICO,39246174500.0,2.1692365864365108e-08,0.14520958083832336,0.005369127516778427
2020-04-30,ABFRL,89468392499.2,,0.22478991596638656,
2020-04-30,HEG,31247274855.0,1.2867633517058476e-08,0.797575118608329,0.4781435509983809
2020-04-30,NCC,15856021376.0,7.714047650786336e-08,0.1236126224156692,0.11693221712125301
2020-04-30,ZENTEC,3141746400.0,1.9688077348930642e-08,0.0962962962962963,
2020-04-30,CCL,25921781150.0,2.067908968009247e-08,0.18474374255065554,0.33726415094339623
2020-04-30,HINDZINC,737526133555.2,,,
2020-04-30,TATASTEEL,359191993318.4,1.01778778967961e-07,0.1323467537178092,0.2103544857260491
2020-04-30,EXIDEIND,133705583984.0,2.3854717398009506e-08,0.1386933027673162,0.1153954404728399
2020-04-30,USHAMART,4753265075.2,6.617522304839608e-08,0.06265984654731457,-0.03699392057948514
2020-04-30,TRENT,179557800000.0,1.330292180302457e-08,0.057715674362089915,0.05130513051305141
2020-04-30,COLPAL,397015273600.0,,,
2020-04-30,EMAMILTD,88381028707.2,1.0602655351327566e-08,0.14595375722543352,0.07491356127545146
2020-04-30,HCLTECH,1516026175999.9998,2.7093617322039807e-08,0.2446453609244307,0.04866483108255748
2020-04-30,SAIL,131557382028.8,1.5815891641921163e-07,0.0592478623855525,0.07280027447307669
2020-04-30,BEML,24416170350.0,5.84354964134926e-08,0.028793418647166363,-0.002732814799243255
2020-04-30,NATCOPHARM,111188927600.00002,2.4489666500319494e-08,0.18405963302752293,0.60267471958585
2020-04-30,CONCOR,227141943868.80002,2.780951129126122e-08,0.11831913245546088,0.07821449733359676
2020-04-30,WIPRO,1086574205337.6,3.2074052780350527e-08,0.1598284387572444,-0.04170479967459828
2020-04-30,SJVN,82923225292.79999,1.0656719516170605e-07,0.12155433042859684,-0.06503378378378377
2020-04-30,SUNTV,151290844400.0,1.959123989576474e-08,0.25950054288816504,0.2044312471448151
2020-04-30,CESC,87083344000.0,9.50397909679035e-08,0.13349676844216626,-0.11966906858820392
2020-04-30,GRASIM,332122702982.39996,1.0565527502974218e-07,0.04731127197518097,2.313289878400561
2020-04-30,BATAINDIA,175479111300.0,1.009893029273315e-08,0.1888633754305396,0.11336453458138318
2020-04-30,GRANULES,41278575000.0,5.724165049239157e-08,0.15434924787442772,0.4209686003193187
2020-04-30,IFCI,6920275564.799999,2.322614164954264e-07,-0.08885570281874183,-0.10162767633160263
2020-04-30,SUNPHARMA,1114368840793.5999,3.7094133930052546e-08,0.07747108116593011,0.052410180865864575
2020-04-30,KEI,26078533600.0,2.1300820024534037e-08,0.2326478149100257,0.1708860759493671
2020-04-30,PERSISTENT,36263662500.0,4.259581948241006e-08,0.15010660980810234,0.13233404710920782
2020-04-30,SCI,20355830649.6,3.22247034169548e-07,-0.00877070861756926,-0.002955529589662498
2020-04-30,BPCL,803847152640.0,4.6536042077019204e-08,0.21999226106023476,0.10331298241754205
2020-04-30,GRAVITA,2551182080.0,3.582442379756363e-08,0.095,0.3859154929577464
2020-04-30,GAIL,431620388812.8,5.1297123205912534e-08,0.14244413529258326,0.052529550016297444
2020-04-30,CIPLA,475677506867.2,3.4006892822896234e-08,0.09938715694111377,0.08644400785854622
2020-04-30,IIFL,29226348132.800003,2.948139295951138e-08,0.18282039503904457,0.31794081928852824
2020-04-30,ASHOKLEY,153674994662.4,2.466334883125486e-08,0.2509718728561628,0.25457551956105084
2020-04-30,IGL,333655488089.6,1.9465461490439452e-08,0.19508804448563485,0.21486422105764658
2020-04-30,MMTC,22064994470.399998,2.608511870665009e-08,0.08589440504334121,-0.11559507523939805
2020-04-30,GRAPHITE,40658910200.0,1.8527983592739456e-08,0.6346477293963745,0.4574218750000001
2020-04-30,UNIONBANK,174586384768.0,2.5141733605197043e-07,-0.10888358920852587,0.07777151121069337
2020-04-30,CANFINHOME,42609151200.0,3.870152807661174e-08,0.16657319125070105,0.17572314821735557
2020-04-30,FSL,24457402032.0,7.29013192176902e-08,0.13891951488423374,0.01873677848292532
2020-04-30,CYIENT,26922236650.0,3.351635781285747e-08,0.1860374414976599,0.08765195137555981
2020-04-30,ITC,2237795091558.4,1.5223205192038052e-08,0.21704063171065757,0.149253998354145
2020-04-30,APOLLOTYRE,55117207929.6,7.242812349602713e-08,0.06772908366533864,0.31674653712335066
2020-04-30,KAJARIACER,59628167052.799995,1.7217319262480188e-08,0.14539682539682539,0.0490196078431373
2020-04-30,TORNTPOWER,158673805257.6,6.135479891631381e-08,0.1007691450228514,0.08637522243062579
2020-04-30,TATACHEM,72044964200.0,6.151354554894356e-08,0.11238959565675391,0.09628185017170465
2020-04-30,MCX,54445891839.99999,3.6815880898384325e-08,0.11670663469224621,0.05189941144997334
2020-04-30,OIL,107080432742.4,1.4640717911664193e-07,0.11175536688065162,-0.05050386916944427
2020-04-30,MANAPPURAM,113245403353.6,4.868588914772919e-08,0.2087090389267649,0.12394403379091878
2020-04-30,CUMMINSIND,104891388960.0,1.7515057398816622e-08,0.1734765351389213,0.09608745684695053
2020-04-30,ITI,80300848636.8,1.9799548750089805e-08,0.05073649754500818,0.2671796707229779
2020-04-30,EIDPARRY,25734945412.8,8.088451117606807e-08,0.14002557544757033,0.08709967075725822
2020-04-30,ELECON,2445960000.0,9.027563369605863e-08,0.09114583333333333,0.03306181121226648
2020-04-30,RECLTD,188703599884.8,1.3508736873558158e-07,0.16618421814392403,0.1527979262289234
2020-04-30,BAJAJFINSV,812066313715.2001,1.9873094580270597e-08,0.22636899747262004,0.25580418927954973
2020-04-30,OBEROIRLTY,125318076000.0,3.8011419542734654e-08,0.10174346201743462,0.20439768294124594
2020-04-30,BEL,175678144768.0,3.746981073055348e-08,0.2048415110725141,0.07755681818181825
2020-04-30,FEDERALBNK,97263281561.59999,6.640834574897504e-08,0.09764409542154394,0.20546213393831292
2020-04-30,JINDALSTEL,96792651520.0,1.9036515762020794e-07,-0.07517531556802244,-0.01484957217775329
2020-04-30,BHARTIARTL,2804606499686.4,5.579342706490001e-08,0.023633843439788305,0.07403087094635885
2020-04-30,BANKINDIA,115514780057.6,2.0258017080949402e-07,-0.11386720389490472,-0.026647637913630118
2020-04-30,IPCALAB,204372205900.0,2.6426753924216392e-08,0.14157591287636132,0.039393939393939315
2020-04-30,DRREDDY,652477183190.4,2.89425160364994e-08,0.13904734740444952,0.03209568670915308
2020-04-30,SBIN,1700138116608.0,8.721682943985506e-08,0.014290283374912045,0.050752812514527346
2020-04-30,TECHM,527753433120.0,2.944824113650048e-08,0.21143702243036727,0.16786276240549558
2020-04-30,APOLLOHOSP,193988932595.19998,1.857638434147023e-08,0.059988002399520096,0.06084166358138954
2020-04-30,DABUR,865258516684.8,7.501579046703587e-09,0.2567471590909091,0.12545266425245738
2020-04-30,HSCL,20836120800.0,2.5786369508077786e-08,0.19852941176470587,0.14393939393939403
2020-04-30,NLCINDIA,62745460000.0,1.2559215918953431e-07,0.12036021926389977,0.14794136088137821
2020-04-30,VOLTAS,167229274956.8,2.132192167957916e-08,0.12506082725060827,0.12784046993352915
2020-04-30,PFOCUS,8648088518.4,3.112923452378043e-08,-0.0625,0.041805513480763334
2020-04-30,CUB,113270719785.59999,2.9161900894279427e-08,0.14111570247933886,0.13228998327237673
2020-04-30,POWERGRID,847779141350.4,5.218485652831061e-08,0.16981164006837143,0.15175148981406705
2020-04-30,UCOBANK,126954753228.8,,,
2020-04-30,VEDL,331532015731.2,8.444420155517818e-08,0.15567362794356068,-0.08418043524620966
2020-04-30,HEROMOTOCO,432774508633.6,1.926349640509461e-08,0.26417682926829267,0.13616771159874608
2020-04-30,JINDALSAW,17842272307.2,2.0269156720166316e-07,0.12161731932505572,0.02652457996266344
2020-04-30,BHARATFORG,144164188326.4,1.9645240849663764e-08,0.19215029761904762,0.12849225200769143
2020-05-31,DIVISLAB,634497437779.2,1.5053445410020673e-08,0.19448037947391117,0.10235580828594637
2020-05-31,JSL,13180050432.0,1.504021538772811e-07,0.05596294866846777,-0.0068750572921441044
2020-05-31,SAIL,124535480947.2,1.5815891641921163e-07,0.0592478623855525,0.07280027447307669
2020-05-31,INOXWIND,5814138960.0,1.1758284591605909e-07,-0.020356234096692113,-0.2050436469447139
2020-05-31,TATACONSUM,337844079494.39996,,0.06232951445717403,0.09527798136320809
2020-05-31,OIL,91903746144.0,1.4640717911664193e-07,0.11175536688065162,-0.05050386916944427
2020-05-31,EXIDEIND,138377685600.0,2.3854717398009506e-08,0.1386933027673162,0.1153954404728399
2020-05-31,SIEMENS,388085236313.60004,2.225995079882994e-08,0.12144988396507901,0.09118587304003656
2020-05-31,PERSISTENT,40165158750.0,4.259581948241006e-08,0.15010660980810234,0.13233404710920782
2020-05-31,AARTIIND,169923319059.19998,1.3428298765110821e-08,0.19163498098859316,0.25492997999428413
2020-05-31,CHOLAFIN,116137465100.79999,2.5989543946607993e-08,0.19281572164948454,0.4434603568860709
2020-05-31,EICHERMOT,451848807870.0,1.113912109104389e-08,0.24702848172235928,0.3585390212583821
2020-05-31,CHAMBLFERT,54085064000.00001,4.0807993182338094e-08,0.20291363163371487,0.17438252451284608
2020-05-31,MPHASIS,160692873700.0,2.7982664515757023e-08,0.20438095238095239,-0.04396657992055886
2020-05-31,GLENMARK,100227422390.40001,2.6401572663598734e-08,0.16503122212310437,0.0706392383543013
2020-05-31,PETRONET,378905816000.0,2.9179864673953454e-08,0.21806275046427523,0.13159407790714384
2020-05-31,BPCL,742254561484.8,4.6536042077019204e-08,0.21999226106023476,0.10331298241754205
2020-05-31,VOLTAS,158874428908.8,2.132192167957916e-08,0.12506082725060827,0.12784046993352915
2020-05-31,SOBHA,18585296100.0,6.420969790803878e-08,0.13324360699865412,0.014843135050039313
2020-05-31,HINDZINC,724639189286.4,,,
2020-05-31,ASIANPAINT,1614572570035.2,6.385595016712165e-09,0.233132720937599,0.10947198710197492
2020-05-31,EIHOTEL,38011649600.0,2.596992239215262e-08,0.04978282659538924,0.10434782608695659
2020-05-31,INFY,2930358305280.0,2.266128491892287e-08,0.23726673646609595,-0.04568961370087077
2020-05-31,VEDL,341342845900.8,8.444420155517818e-08,0.15567362794356068,-0.08418043524620966
2020-05-31,YESBANK,336980934451.2,6.127107448901174e-08,0.06356231636106668,0.45285036733934714
2020-05-31,GESHIP,28886167300.0,1.4427923763667192e-07,-0.0030837004405286344,-0.0479158550837554
2020-05-31,JMFINANCIL,53754279033.6,5.788603827847273e-08,0.16309431021044427,0.3421577515865821
2020-05-31,CHENNPETRO,8144938500.0,9.062167029184545e-08,-0.05929997107318484,0.23367461068570927
2020-05-31,JUBLFOOD,218619845400.0,5.858670894658023e-09,0.2523809523809524,0.1595662277304415
2020-05-31,LICHSGFIN,120892023566.40001,5.802647259008386e-08,0.14904169983467025,0.1339827943601528
2020-05-31,MARUTI,1694910464000.0,1.8871679074022992e-08,0.1624692092075087,0.15950731331793677
2020-05-31,HINDUNILVR,4832159895923.2,1.8504662691207157e-09,0.7703063429515699,0.13727237998217245
2020-05-31,DRREDDY,675037677500.0,2.89425160364994e-08,0.13904734740444952,0.03209568670915308
2020-05-31,INTELLECT,8874234900.0,2.7173119954003295e-08,0.1284313725490196,0.1494932432432432
2020-05-31,JKTYRE,12877523731.2,8.365435935327463e-08,0.07486865148861646,0.013468013468013407
2020-05-31,RPOWER,5502590182.4,2.6422545147722275e-07,-0.16987972607469642,-0.03102937738642564
2020-05-31,UNIONBANK,151521761459.19998,2.5141733605197043e-07,-0.10888358920852587,0.07777151121069337
